Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.673374,0.24508,0.0815456,0.50995,0.49005
0.698029,0.238995,0.0629753,0.518913,0.481087
0.697021,0.239683,0.0632957,0.526989,0.473011
0.706379,0.237094,0.0565268,0.534257,0.465743
0.698951,0.239848,0.0612002,0.540801,0.459199
0.672011,0.248685,0.0793038,0.546688,0.453312
0.662535,0.25146,0.0860047,0.551976,0.448024
0.693783,0.243518,0.0626993,0.556731,0.443269
0.660082,0.25433,0.0855882,0.561023,0.438977
0.651159,0.256734,0.0921072,0.564872,0.435128
0.653679,0.256134,0.0901871,0.568333,0.431667
0.619872,0.264719,0.115409,0.571449,0.428551
0.607758,0.267242,0.125,0.574238,0.425762
0.597466,0.269206,0.133328,0.576742,0.423258
0.684698,0.252074,0.0632278,0.578991,0.421009
0.67417,0.255383,0.0704464,0.581055,0.418945
0.658203,0.260108,0.0816882,0.582909,0.417091
0.672274,0.256102,0.0716248,0.58457,0.41543
0.621913,0.271058,0.107029,0.586072,0.413928
0.576664,0.281332,0.142004,0.587402,0.412598
0.6065,0.275233,0.118267,0.588578,0.411422
0.614548,0.27318,0.112272,0.589651,0.410349
0.572873,0.282288,0.144839,0.590619,0.409381
0.566001,0.283169,0.150829,0.591472,0.408528
0.520088,0.291145,0.188767,0.592235,0.407765
0.480455,0.296704,0.22284,0.5929,0.4071
0.454093,0.29956,0.246347,0.593478,0.406522
0.483176,0.295005,0.221819,0.593984,0.406016
0.417856,0.303219,0.278924,0.594454,0.405546
0.344425,0.310653,0.344923,0.594843,0.405157
0.312714,0.312418,0.374869,0.595153,0.404847
0.320033,0.310313,0.369654,0.595415,0.404585
0.342139,0.306898,0.350963,0.595653,0.404347
0.332602,0.306507,0.360892,0.595879,0.404121
0.326054,0.305786,0.36816,0.596076,0.403924
0.262036,0.310228,0.427737,0.596249,0.403751
0.26616,0.308294,0.425546,0.596369,0.403631
0.284387,0.305268,0.410345,0.596478,0.403522
0.303181,0.302251,0.394568,0.596586,0.403414
0.362565,0.29588,0.341555,0.596692,0.403308
0.396518,0.291564,0.311918,0.596819,0.403181
0.358957,0.294359,0.346684,0.596951,0.403049
0.334258,0.295505,0.370237,0.597049,0.402951
0.36054,0.291992,0.347468,0.597123,0.402877
0.372939,0.289757,0.337304,0.597203,0.402797
0.444619,0.28204,0.27334,0.597281,0.402719
0.438271,0.281995,0.279734,0.59739,0.40261
0.452494,0.279704,0.267803,0.597484,0.402516
0.428399,0.28168,0.289921,0.597575,0.402425
0.395482,0.284315,0.320203,0.597645,0.402355
0.421524,0.280896,0.29758,0.597689,0.402311
0.425826,0.279655,0.294519,0.597742,0.402258
0.461649,0.275224,0.263127,0.597792,0.402208
0.471962,0.273449,0.25459,0.597855,0.402145
0.419693,0.278813,0.301494,0.597918,0.402082
0.399775,0.280003,0.320222,0.597946,0.402054
0.464392,0.273021,0.262587,0.59796,0.40204
0.447915,0.274241,0.277844,0.598007,0.401993
0.396636,0.27899,0.324374,0.59804,0.40196
0.428501,0.27515,0.296349,0.598042,0.401958
0.461945,0.271078,0.266976,0.59806,0.40194
0.375928,0.279797,0.344275,0.598095,0.401905
0.437476,0.273402,0.289122,0.598079,0.401921
0.41827,0.274665,0.307064,0.598098,0.401902
0.437835,0.272016,0.290149,0.598105,0.401895
0.488174,0.26627,0.245556,0.598121,0.401879
0.493714,0.265167,0.241119,0.598162,0.401838
0.567435,0.256161,0.176404,0.598202,0.401798
0.539592,0.260108,0.2003,0.598276,0.401724
