Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.628377,0.255432,0.116191,0.50995,0.49005
0.63448,0.254507,0.111013,0.518896,0.481104
0.600782,0.262066,0.137152,0.526949,0.473051
0.586698,0.264845,0.148457,0.534181,0.465819
0.604686,0.261758,0.133556,0.540684,0.459316
0.609831,0.260882,0.129287,0.546543,0.453457
0.549685,0.272655,0.17766,0.551818,0.448182
0.577692,0.268148,0.15416,0.556539,0.443461
0.601596,0.263948,0.134456,0.560799,0.439201
0.612822,0.261787,0.125391,0.564644,0.435356
0.638119,0.256722,0.105159,0.568108,0.431892
0.637078,0.256991,0.105931,0.571238,0.428762
0.629257,0.258763,0.11198,0.574054,0.425946
0.671863,0.249524,0.0786135,0.576584,0.423416
0.659696,0.252901,0.0874022,0.57888,0.42112
0.669392,0.250412,0.0801958,0.580942,0.419058
0.651878,0.255176,0.0929461,0.582801,0.417199
0.640166,0.258034,0.1018,0.584467,0.415533
0.674467,0.249991,0.0755424,0.58596,0.41404
0.682776,0.247604,0.0696196,0.58732,0.41268
0.649251,0.257571,0.0931772,0.588547,0.411453
0.634454,0.261152,0.104394,0.589638,0.410362
0.656323,0.255987,0.0876897,0.590612,0.409388
0.669356,0.252521,0.078123,0.591499,0.408501
0.66416,0.253887,0.081953,0.592303,0.407697
0.657388,0.255626,0.0869866,0.593024,0.406976
0.622049,0.264708,0.113243,0.59367,0.40633
0.640271,0.260537,0.0991924,0.594236,0.405764
0.597628,0.270574,0.131798,0.594753,0.405247
0.624528,0.264998,0.110474,0.5952,0.4048
0.595924,0.271167,0.132908,0.595614,0.404386
0.559876,0.277946,0.162178,0.595973,0.404027
0.552326,0.278819,0.168855,0.596279,0.403721
0.552584,0.278343,0.169073,0.596551,0.403449
0.543303,0.279439,0.177258,0.596795,0.403205
0.62739,0.265648,0.106962,0.59701,0.40299
0.599375,0.271837,0.128787,0.597245,0.402755
0.639768,0.263398,0.0968342,0.597443,0.402557
0.60865,0.270826,0.120524,0.597641,0.402359
0.640721,0.263747,0.0955319,0.597805,0.402195
0.59278,0.275427,0.131794,0.597967,0.402033
0.57716,0.278195,0.144644,0.598092,0.401908
0.603676,0.27284,0.123484,0.598196,0.401804
0.57631,0.278239,0.14545,0.598303,0.401697
0.570657,0.278889,0.150453,0.598385,0.401615
0.56081,0.280259,0.158931,0.598457,0.401543
0.601705,0.272694,0.125601,0.598516,0.401484
0.633883,0.265747,0.10037,0.598589,0.401411
0.636108,0.264974,0.0989184,0.59867,0.40133
0.623211,0.267871,0.108918,0.598744,0.401256
0.654993,0.260393,0.0846144,0.598804,0.401196
0.639684,0.26431,0.0960062,0.598873,0.401127
0.590382,0.276289,0.133329,0.598928,0.401072
0.618031,0.270432,0.111538,0.598956,0.401044
0.650183,0.262916,0.0869005,0.598993,0.401007
0.691222,0.25179,0.0569875,0.599042,0.400958
0.705938,0.246485,0.0475768,0.599104,0.400896
0.698153,0.249227,0.05262,0.599165,0.400835
0.690324,0.251835,0.0578415,0.599217,0.400783
0.678453,0.255683,0.0658642,0.59926,0.40074
0.690439,0.25167,0.0578907,0.599295,0.400705
0.647509,0.266136,0.0863544,0.599331,0.400669
0.62616,0.271612,0.102228,0.599346,0.400654
0.678066,0.258787,0.0631468,0.59935,0.40065
0.671915,0.260539,0.0675457,0.599377,0.400623
0.665779,0.262207,0.0720146,0.599399,0.400601
0.656236,0.264831,0.0789323,0.599416,0.400584
0.680723,0.257546,0.061731,0.599427,0.400573
0.693899,0.252898,0.053202,0.599447,0.400553
0.694181,0.25253,0.0532885,0.599471,0.400529
0.701616,0.249581,0.0488035,0.599492,0.400508
0.696757,0.25116,0.0520833,0.599513,0.400487
0.729619,0.238891,0.0314904,0.599531,0.400469
0.701867,0.251718,0.0464146,0.599559,0.400441
0.688545,0.25664,0.0548147,0.599575,0.400425
0.649723,0.270268,0.0800089,0.599585,0.400415
0.649563,0.269971,0.0804664,0.599578,0.400422
0.643794,0.271284,0.0849215,0.599572,0.400428
0.690821,0.257948,0.0512307,0.599564,0.400436
0.690542,0.257704,0.0517545,0.599577,0.400423
0.688307,0.258196,0.0534971,0.599588,0.400412
0.676673,0.262119,0.0612078,0.599597,0.400403
0.667271,0.264976,0.0677536,0.599601,0.400399
0.64429,0.27197,0.0837396,0.5996,0.4004
0.672659,0.263684,0.0636574,0.59959,0.40041
0.697781,0.255033,0.0471857,0.599593,0.400407
0.687745,0.25862,0.0536345,0.599605,0.400395
0.687481,0.25838,0.0541396,0.599613,0.400387
0.686519,0.258399,0.055082,0.599619,0.400381
0.700935,0.252897,0.0461673,0.599624,0.400376
0.71147,0.248394,0.0401363,0.599634,0.400366
0.715608,0.246283,0.0381087,0.599646,0.400354
0.711613,0.247671,0.0407157,0.599659,0.400341
0.727703,0.240563,0.0317337,0.599669,0.400331
0.742843,0.228562,0.028595,0.599683,0.400317
0.763347,0.214157,0.0224964,0.599697,0.400303
0.759075,0.212659,0.0282659,0.599714,0.400286
0.774955,0.201128,0.0239171,0.599726,0.400274
0.766928,0.201591,0.031481,0.599739,0.400261
0.789222,0.188055,0.0227225,0.599746,0.400254
0.806938,0.176031,0.0170308,0.599758,0.400242
0.818662,0.166851,0.014487,0.599772,0.400228
0.822969,0.162174,0.014857,0.599786,0.400214
0.820137,0.161676,0.0181874,0.599798,0.400202
0.821643,0.1587,0.019657,0.599808,0.400192
0.829091,0.152869,0.0180398,0.599815,0.400185
0.808935,0.161015,0.0300498,0.599823,0.400177
0.797931,0.162848,0.0392207,0.599822,0.400178
0.79681,0.160553,0.042637,0.599817,0.400183
0.802984,0.15599,0.0410263,0.599809,0.400191
0.810776,0.151067,0.0381575,0.599804,0.400196
0.803209,0.151194,0.0455971,0.599801,0.400199
0.802477,0.149008,0.048515,0.599793,0.400207
0.818374,0.142386,0.0392398,0.599785,0.400215
0.829557,0.136953,0.0334901,0.599783,0.400217
0.825634,0.136418,0.037948,0.599784,0.400216
0.837242,0.131079,0.0316792,0.599783,0.400217
0.846233,0.126478,0.0272891,0.599786,0.400214
0.868013,0.117267,0.0147193,0.599791,0.400209
0.881174,0.109772,0.00905358,0.599803,0.400197
0.877328,0.11119,0.0114816,0.599817,0.400183
0.87703,0.110448,0.0125214,0.599829,0.400171
0.87076,0.112778,0.0164623,0.599838,0.400162
0.871998,0.111251,0.016751,0.599845,0.400155
0.890241,0.102249,0.0075101,0.59985,0.40015
0.892782,0.099984,0.00723413,0.599861,0.400139
0.894491,0.0982763,0.00723247,0.59987,0.40013
0.897783,0.095634,0.00658303,0.599879,0.400121
0.893915,0.0975344,0.00855069,0.599887,0.400113
0.898709,0.0941933,0.00709774,0.599893,0.400107
0.899437,0.0932329,0.00733038,0.5999,0.4001
0.902777,0.0907298,0.00649306,0.599905,0.400095
0.905047,0.0888643,0.0060882,0.599911,0.400089
0.910007,0.0852997,0.0046933,0.599916,0.400084
0.90853,0.0859349,0.00553552,0.599922,0.400078
0.908928,0.0853148,0.00575764,0.599926,0.400074
0.906325,0.0866376,0.00703696,0.59993,0.40007
0.897956,0.0912852,0.0107591,0.599933,0.400067
0.897028,0.0913605,0.0116115,0.599933,0.400067
0.89845,0.090287,0.0112632,0.599933,0.400067
0.897726,0.0902831,0.0119911,0.599933,0.400067
0.898538,0.0895484,0.0119132,0.599932,0.400068
0.897279,0.0898148,0.0129061,0.599932,0.400068
0.898494,0.0889364,0.0125696,0.599931,0.400069
0.894832,0.0903097,0.0148578,0.59993,0.40007
0.877591,0.0972405,0.0251688,0.599928,0.400072
0.869927,0.099146,0.0309272,0.59992,0.40008
0.880731,0.0955681,0.0237013,0.59991,0.40009
0.88369,0.0941454,0.0221645,0.599905,0.400095
0.894119,0.0902187,0.0156621,0.599901,0.400099
0.880721,0.0953663,0.0239125,0.599901,0.400099
0.887761,0.0926406,0.0195983,0.599897,0.400103
0.892593,0.0905239,0.0168829,0.599895,0.400105
0.888997,0.0916115,0.0193919,0.599896,0.400104
0.87797,0.0952513,0.0267792,0.599895,0.400105
0.871887,0.0966177,0.031495,0.599889,0.400111
0.867739,0.0972332,0.0350277,0.599881,0.400119
0.878314,0.0940752,0.0276112,0.599872,0.400128
0.873019,0.0952004,0.0317811,0.599868,0.400132
0.857564,0.0988273,0.0436091,0.599862,0.400138
0.866146,0.0963992,0.0374551,0.59985,0.40015
0.864497,0.0962899,0.0392136,0.599843,0.400157
0.85446,0.0980709,0.0474695,0.599835,0.400165
0.87045,0.0943239,0.0352259,0.599823,0.400177
0.873033,0.0932788,0.0336886,0.599819,0.400181
0.855845,0.0971726,0.046982,0.599817,0.400183
0.851228,0.0975423,0.0512293,0.599807,0.400193
0.84905,0.0973759,0.0535739,0.599796,0.400204
0.888392,0.0897845,0.0218237,0.599784,0.400216
0.889565,0.0891282,0.0213071,0.599793,0.400207
0.88843,0.0892569,0.022313,0.599801,0.400199
0.886748,0.0895509,0.0237015,0.599807,0.400193
