t
0.0
0.0001
0.0011
0.0111
0.09061441605797375
0.260853885867128
0.5030386240856954
0.8191762875901551
1.2273008261457528
1.7342410361060758
2.3547305836087755
3.100964000008278
3.99365519172761
5.060186781310589
6.343733054665504
7.909301878792385
9.860870956625353
12.366959035762335
15.689038954688465
19.982250328172462
24.66019508012809
28.994843262275744
32.80691611144079
36.258132212852146
39.56558420179658
42.88074945540441
46.27142612480441
49.74424964235305
53.270383171712595
56.81256058079673
60.344508891164715
63.85686767869752
67.35280390640413
70.0
