t
0.0
0.0001
0.0011
0.0111
0.11109999999999999
0.8210761644557338
2.1478681786560996
3.817915994471921
5.9389669314535345
8.523038899050293
11.693034829040995
15.786296382892331
19.86098332660079
23.79607698319322
27.76939481620245
31.761319979109146
35.918674688392784
40.32206292686378
45.09325899765877
50.27973551627231
55.86380176742051
61.76777491952802
67.93944885535262
70.0
