Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.658732,0.248449,0.0928187,0.50995,0.49005
0.65348,0.250138,0.0963813,0.518908,0.481092
0.660769,0.248768,0.090463,0.526967,0.473033
0.642334,0.25365,0.104016,0.534223,0.465777
0.628384,0.25704,0.114576,0.540745,0.459255
0.639571,0.254844,0.105585,0.546608,0.453392
0.611957,0.261192,0.126851,0.55189,0.44811
0.630904,0.257507,0.111589,0.556631,0.443369
0.620057,0.259935,0.120008,0.560906,0.439094
0.655668,0.252643,0.0916882,0.564748,0.435252
0.667229,0.249864,0.0829073,0.568221,0.431779
0.694392,0.242753,0.0628552,0.571352,0.428648
0.724573,0.233291,0.0421365,0.574181,0.425819
0.737299,0.228207,0.0344948,0.576739,0.423261
0.720443,0.235568,0.0439887,0.579045,0.420955
0.730788,0.231487,0.037725,0.581115,0.418885
0.711946,0.239371,0.0486824,0.582981,0.417019
0.707052,0.241125,0.0518232,0.584655,0.415345
0.71643,0.237716,0.0458545,0.586159,0.413841
0.742212,0.227771,0.0300173,0.587516,0.412484
0.741488,0.227907,0.0306049,0.588747,0.411253
0.732832,0.231781,0.0353866,0.589854,0.410146
0.716378,0.238839,0.0447825,0.590848,0.409152
0.692355,0.248062,0.0595833,0.591737,0.408263
0.665944,0.256718,0.0773379,0.592528,0.407472
0.64205,0.263361,0.0945895,0.593229,0.406771
0.65231,0.260609,0.0870808,0.59385,0.40615
0.651537,0.260641,0.087822,0.594413,0.405587
0.624673,0.267501,0.107826,0.59492,0.40508
0.62212,0.267849,0.110031,0.595364,0.404636
0.638068,0.264013,0.0979187,0.595762,0.404238
0.671074,0.255764,0.0731621,0.596127,0.403873
0.637279,0.265557,0.0971633,0.596471,0.403529
0.609992,0.272047,0.117961,0.596766,0.403234
0.612286,0.271251,0.116463,0.597019,0.402981
0.599676,0.273706,0.126618,0.597248,0.402752
0.582212,0.276967,0.140822,0.597447,0.402553
0.607099,0.271853,0.121048,0.597618,0.402382
0.601273,0.272784,0.125943,0.597784,0.402216
0.514997,0.29021,0.194792,0.59793,0.40207
0.565136,0.281996,0.152869,0.598021,0.401979
0.553639,0.283616,0.162746,0.598127,0.401873
0.560456,0.281948,0.157596,0.598217,0.401783
0.581037,0.277859,0.141105,0.598301,0.401699
0.539291,0.285419,0.17529,0.598387,0.401613
0.560358,0.281449,0.158193,0.598443,0.401557
0.489218,0.293465,0.217318,0.598504,0.401496
0.524061,0.28789,0.188049,0.598524,0.401476
0.528548,0.286601,0.184851,0.598559,0.401441
0.552918,0.282219,0.164863,0.598592,0.401408
0.593007,0.274929,0.132064,0.598634,0.401366
0.530151,0.287103,0.182746,0.598692,0.401308
0.523396,0.287596,0.189008,0.598713,0.401287
0.552209,0.282568,0.165223,0.598729,0.401271
