Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.633553,0.254242,0.112205,0.50995,0.49005
0.639246,0.253389,0.107365,0.518898,0.481102
0.659657,0.249222,0.0911211,0.526952,0.473048
0.645657,0.252988,0.101354,0.534209,0.465791
0.634965,0.255693,0.109342,0.540734,0.459266
0.657806,0.250889,0.0913056,0.546601,0.453399
0.686229,0.244059,0.0697118,0.551891,0.448109
0.679296,0.24629,0.0744136,0.556664,0.443336
0.664493,0.250641,0.0848653,0.560956,0.439044
0.646964,0.255328,0.0977075,0.564813,0.435187
0.640913,0.256828,0.10226,0.568276,0.431724
0.625038,0.260521,0.114441,0.571391,0.428609
0.601274,0.265575,0.133151,0.574186,0.425814
0.594588,0.266749,0.138663,0.576691,0.423309
0.610347,0.263658,0.125995,0.578942,0.421058
0.580275,0.269567,0.150158,0.580975,0.419025
0.544887,0.275603,0.179509,0.58279,0.41721
0.535351,0.276731,0.187918,0.584406,0.415594
0.617158,0.264096,0.118746,0.585856,0.414144
0.624998,0.262305,0.112698,0.587201,0.412799
0.599967,0.267623,0.13241,0.588415,0.411585
0.570528,0.273143,0.156329,0.589495,0.410505
0.567795,0.273305,0.1589,0.590454,0.409546
0.599633,0.267555,0.132812,0.591314,0.408686
0.585796,0.270019,0.144185,0.592104,0.407896
0.599774,0.267196,0.133031,0.592809,0.407191
0.593825,0.268123,0.138052,0.593449,0.406551
0.550542,0.276034,0.173424,0.594022,0.405978
0.548513,0.275962,0.175525,0.594517,0.405483
0.569069,0.272308,0.158623,0.594961,0.405039
0.48992,0.285455,0.224625,0.59537,0.40463
0.50565,0.282742,0.211608,0.5957,0.4043
0.539726,0.277477,0.182796,0.596004,0.403996
0.546598,0.27598,0.177422,0.596294,0.403706
0.55989,0.273482,0.166628,0.596559,0.403441
0.521848,0.279357,0.198795,0.596804,0.403196
0.565537,0.27257,0.161893,0.597005,0.402995
0.590423,0.268054,0.141523,0.597208,0.402792
0.622203,0.261924,0.115873,0.597402,0.402598
0.673587,0.250821,0.075592,0.597593,0.402407
0.653895,0.256314,0.0897906,0.597788,0.402212
0.670409,0.251984,0.0776076,0.597956,0.402044
0.683689,0.248163,0.068148,0.598114,0.401886
0.676867,0.250133,0.0730002,0.598262,0.401738
0.683581,0.248079,0.0683401,0.598392,0.401608
0.702466,0.242266,0.0552681,0.598512,0.401488
0.701022,0.242656,0.056322,0.598628,0.401372
0.689751,0.246384,0.0638655,0.598731,0.401269
0.715082,0.238288,0.0466304,0.59882,0.40118
0.701624,0.243254,0.0551217,0.59891,0.40109
0.698941,0.244058,0.0570004,0.598986,0.401014
0.706452,0.241397,0.0521507,0.599053,0.400947
0.673719,0.252933,0.073348,0.599117,0.400883
0.638891,0.262955,0.0981534,0.599161,0.400839
0.646246,0.260964,0.0927905,0.599186,0.400814
0.666134,0.25577,0.0780961,0.599212,0.400788
0.697979,0.24665,0.0553709,0.599244,0.400756
0.657504,0.260546,0.0819498,0.599286,0.400714
0.634132,0.266771,0.0990974,0.599309,0.400691
0.627123,0.268221,0.104656,0.599318,0.400682
0.622118,0.269125,0.108757,0.599324,0.400676
0.627772,0.267557,0.104671,0.599326,0.400674
0.646097,0.263008,0.0908945,0.599331,0.400669
0.603632,0.273699,0.122668,0.599343,0.400657
0.634751,0.266814,0.0984351,0.599335,0.400665
0.653865,0.26188,0.0842559,0.599343,0.400657
0.65311,0.261862,0.0850278,0.599358,0.400642
0.611953,0.272716,0.115332,0.599371,0.400629
0.618451,0.270963,0.110587,0.599365,0.400635
0.712239,0.249418,0.038343,0.599362,0.400638
0.697483,0.255483,0.0470337,0.599403,0.400597
0.679068,0.262374,0.0585579,0.599435,0.400565
0.655282,0.270323,0.0743949,0.599456,0.400544
0.675583,0.263812,0.0606045,0.599466,0.400534
0.712234,0.250918,0.0368479,0.599483,0.400517
0.722728,0.245778,0.0314937,0.599513,0.400487
0.737483,0.2382,0.024317,0.599542,0.400458
0.730733,0.241318,0.0279493,0.599574,0.400426
0.749601,0.231261,0.019138,0.599599,0.400401
0.735721,0.238872,0.0254063,0.599628,0.400372
0.751774,0.229875,0.0183514,0.59965,0.40035
0.768966,0.215745,0.0152883,0.599674,0.400326
0.78264,0.203807,0.0135522,0.599697,0.400303
0.791648,0.194997,0.0133551,0.59972,0.40028
0.780234,0.199396,0.0203698,0.59974,0.40026
0.794186,0.18852,0.0172934,0.599753,0.400247
0.822154,0.169726,0.00811982,0.599768,0.400232
0.818184,0.170488,0.0113279,0.599786,0.400214
0.820515,0.166696,0.0127893,0.599801,0.400199
0.813628,0.168585,0.0177865,0.599813,0.400187
0.814004,0.165812,0.0201844,0.599821,0.400179
0.825348,0.15759,0.0170621,0.599827,0.400173
0.818204,0.159263,0.0225335,0.599834,0.400166
0.831943,0.150454,0.0176031,0.599837,0.400163
0.826935,0.151055,0.0220098,0.599843,0.400157
0.842593,0.141954,0.0154527,0.599845,0.400155
0.843008,0.140054,0.0169378,0.599851,0.400149
0.841194,0.139285,0.019521,0.599856,0.400144
0.852612,0.132329,0.0150594,0.599859,0.400141
0.842964,0.13582,0.0212165,0.599864,0.400136
0.856103,0.128485,0.0154111,0.599865,0.400135
0.870673,0.119849,0.00947805,0.599869,0.400131
0.871453,0.118298,0.0102487,0.599876,0.400124
0.878439,0.113191,0.00837038,0.599883,0.400117
0.875093,0.114329,0.0105776,0.599889,0.400111
0.879143,0.111076,0.0097812,0.599894,0.400106
0.87514,0.11249,0.0123702,0.599899,0.400101
0.871187,0.11361,0.0152031,0.599902,0.400098
0.880104,0.108418,0.011478,0.599902,0.400098
0.887274,0.103782,0.00894413,0.599905,0.400095
0.891402,0.100662,0.00793594,0.599909,0.400091
0.887278,0.102493,0.0102286,0.599914,0.400086
0.887349,0.101767,0.0108837,0.599916,0.400084
0.890273,0.0995567,0.0101704,0.599918,0.400082
0.89247,0.0977577,0.00977217,0.59992,0.40008
0.898425,0.0939433,0.00763137,0.599922,0.400078
0.888199,0.0995314,0.01227,0.599925,0.400075
0.891778,0.0971648,0.011057,0.599925,0.400075
0.892319,0.0963404,0.0113407,0.599926,0.400074
0.896469,0.0937262,0.00980523,0.599927,0.400073
0.892038,0.0956209,0.012341,0.599928,0.400072
0.882401,0.0997574,0.0178419,0.599928,0.400072
0.880009,0.100117,0.0198745,0.599925,0.400075
0.867293,0.104287,0.0284205,0.59992,0.40008
0.870138,0.102665,0.0271976,0.599911,0.400089
0.878152,0.0994752,0.0223733,0.599904,0.400096
0.880893,0.0979355,0.0211715,0.5999,0.4001
0.884153,0.0962354,0.0196113,0.599897,0.400103
0.887579,0.0944816,0.0179391,0.599896,0.400104
0.876092,0.098483,0.0254253,0.599895,0.400105
0.892388,0.0927691,0.0148428,0.599891,0.400109
0.903482,0.0876269,0.00889134,0.599893,0.400107
0.906997,0.0854048,0.00759808,0.599898,0.400102
0.904429,0.0865861,0.00898451,0.599904,0.400096
0.910443,0.083076,0.00648133,0.599908,0.400092
0.901881,0.0879928,0.0101266,0.599913,0.400087
0.903727,0.0867423,0.00953038,0.599916,0.400084
0.900754,0.0880063,0.01124,0.599919,0.400081
0.890216,0.0928066,0.0169772,0.59992,0.40008
0.896882,0.0897843,0.0133339,0.599918,0.400082
0.90634,0.0852454,0.00841507,0.599918,0.400082
0.899929,0.0884889,0.0115823,0.599921,0.400079
0.906238,0.0851745,0.00858774,0.599922,0.400078
0.913984,0.0807108,0.00530477,0.599925,0.400075
0.911844,0.0818416,0.00631392,0.599929,0.400071
0.91262,0.0811316,0.00624852,0.599932,0.400068
0.911008,0.0818881,0.00710346,0.599935,0.400065
0.896221,0.0902425,0.0135365,0.599938,0.400062
0.897445,0.0893665,0.0131888,0.599936,0.400064
0.892394,0.0913159,0.0162901,0.599934,0.400066
0.884616,0.0940907,0.0212931,0.599931,0.400069
0.884445,0.093735,0.0218204,0.599925,0.400075
0.889004,0.0917859,0.0192096,0.59992,0.40008
0.886258,0.092438,0.0213039,0.599916,0.400084
0.86767,0.0984253,0.0339047,0.599912,0.400088
0.85757,0.100462,0.0419673,0.5999,0.4001
0.853469,0.10072,0.0458111,0.599885,0.400115
0.827669,0.105414,0.0669173,0.599869,0.400131
0.842285,0.102177,0.0555382,0.599842,0.400158
0.872796,0.0959186,0.0312858,0.599824,0.400176
0.864889,0.0975667,0.0375445,0.599823,0.400177
0.869958,0.0958259,0.0342165,0.599818,0.400182
0.837621,0.103464,0.0589155,0.599816,0.400184
0.859059,0.0989261,0.0420146,0.599799,0.400201
0.85819,0.0985187,0.0432911,0.599794,0.400206
0.863906,0.0967101,0.0393841,0.599789,0.400211
0.889492,0.0903929,0.0201148,0.599786,0.400214
0.880116,0.0933731,0.0265113,0.599795,0.400205
0.875638,0.0943168,0.0300455,0.5998,0.4002
0.884567,0.0914654,0.0239672,0.599802,0.400198
0.872302,0.0949865,0.0327113,0.599807,0.400193
0.87992,0.0925836,0.0274966,0.599807,0.400193
0.868276,0.0955698,0.0361538,0.59981,0.40019
0.860673,0.0969302,0.0423968,0.599807,0.400193
0.878983,0.0924749,0.0285424,0.599801,0.400199
0.889285,0.0892487,0.0214668,0.599804,0.400196
0.897483,0.0862742,0.0162429,0.599811,0.400189
0.890124,0.0889459,0.0209301,0.59982,0.40018
0.889003,0.0890784,0.0219184,0.599825,0.400175
0.897571,0.0860317,0.0163977,0.59983,0.40017
0.905723,0.0827128,0.0115642,0.599837,0.400163
0.90475,0.0830283,0.012222,0.599846,0.400154
0.910843,0.0801658,0.0089908,0.599854,0.400146
0.90394,0.0836141,0.0124463,0.599863,0.400137
0.899502,0.0854442,0.0150542,0.59987,0.40013
0.894191,0.08742,0.0183895,0.599874,0.400126
0.883355,0.091138,0.0255066,0.599875,0.400125
0.884517,0.090483,0.0249999,0.599872,0.400128
0.871436,0.0941474,0.0344167,0.59987,0.40013
0.879919,0.0916452,0.0284361,0.599862,0.400138
0.872854,0.0932879,0.0338578,0.599859,0.400141
0.882133,0.0906086,0.0272581,0.599853,0.400147
0.906721,0.0833311,0.00994764,0.599851,0.400149
0.907328,0.082846,0.00982611,0.59986,0.40014
0.909014,0.0818292,0.00915643,0.599868,0.400132
0.914054,0.07907,0.0068761,0.599876,0.400124
0.907516,0.0827066,0.00977785,0.599884,0.400116
0.895644,0.0885071,0.0158484,0.59989,0.40011
0.884208,0.0928244,0.0229675,0.599891,0.400109
0.865936,0.10041,0.0336536,0.599889,0.400111
