t,Q05_Y_p,Q25_Y_p,Q50_Y_p,Mean_Y_p,Q75_Y_p,Q95_Y_p
53.0,0.23342785766850252,0.2620238523910893,0.2771732544434883,0.2745156783286661,0.28878372305777,0.3041639691516229
54.0,0.2429186362323866,0.27212379977316353,0.2871064632345105,0.2844809938305657,0.2985056416295665,0.31415622163235396
55.0,0.25299880316001966,0.2824580430286715,0.29715272985524416,0.294373888119391,0.30831711544472223,0.32384645570920406
56.0,0.2621176407020208,0.2923221305177461,0.3069552679811401,0.30415930806425057,0.31804355241783205,0.3340722441843031
57.0,0.27098273230866204,0.3023933889141506,0.3167583050982342,0.31387482227705926,0.32757342675352696,0.34405929694670256
58.0,0.27984673463137477,0.31235627567410884,0.32647288170612193,0.32353324077774465,0.33715950444695725,0.3542908320769273
59.0,0.2886574516543835,0.3219786842009471,0.3360481750286019,0.3331228300445383,0.34675839888699966,0.3641139766500499
60.0,0.2965784610163564,0.3314579139464379,0.34552242212277057,0.3426180462683603,0.35649997863229055,0.37390189647864036
61.0,0.3044253794178127,0.3408632963154358,0.3549546814205692,0.3520297598662561,0.3662748902668214,0.38368491211940653
62.0,0.3110968232175061,0.3501082228418741,0.36435541937706406,0.3613313390217754,0.37607594928686383,0.3935326110771366
63.0,0.31758844431965766,0.35913236875478755,0.3737135537116832,0.3705119588012857,0.3856921099607037,0.4037988641542289
64.0,0.32454048734282975,0.36815676478680626,0.38306874934623697,0.37958172216494784,0.39521550074210954,0.4137455152187856
65.0,0.3295254770304119,0.3770862128847484,0.3924568011842939,0.38856551848273657,0.40464211085765894,0.42363134168018574
66.0,0.3339843484561232,0.3858320881839782,0.40164676193294513,0.3974763476419437,0.4141535914885978,0.43350571595731785
67.0,0.33745340940937185,0.39465735491740994,0.4109465759234485,0.4062884668263037,0.4238676893124269,0.4433767213706197
68.0,0.3406864269963816,0.4032149305102209,0.4201242504893931,0.41498866082433655,0.4335535513967329,0.4533229828035876
69.0,0.34390554100906623,0.411431564478344,0.42924326209410546,0.42358312879485344,0.44305300041411105,0.46298584054629927
70.0,0.346272956275328,0.41982417531043037,0.438470088664036,0.43209312789485654,0.45256026995611315,0.47276648876723826
