t,Q05_Y_p,Q25_Y_p,Q50_Y_p,Mean_Y_p,Q75_Y_p,Q95_Y_p
0.0,0.007576870231,0.007576870231,0.007576870231,0.0075768702310000146,0.007576870231,0.007576870231
1.0,0.010905374162962956,0.012388642723189458,0.013508638451946655,0.01389321557413492,0.01501503795811041,0.018988895266142777
2.0,0.014788135949339408,0.018355511890993742,0.02147729503163052,0.02281887701066718,0.025847943285695958,0.038747271055149676
3.0,0.02013573057443897,0.02641441592262144,0.03202421162907771,0.034762618781823795,0.040157937605180986,0.06500846932602344
4.0,0.027071753418206976,0.036916012301535295,0.04558199833899072,0.04987913519293097,0.058714697320646804,0.09589477970309328
5.0,0.03565895293190787,0.05001069963560866,0.06290574551681885,0.06821711308163982,0.08091505919632777,0.1305360412304123
6.0,0.04608292678996426,0.0659617522820621,0.08333197039303533,0.08966124849736211,0.10751384866189254,0.16556894902597258
7.0,0.05828852795403914,0.08486447065688184,0.10763256831938194,0.11404036406517289,0.1371995511971761,0.2013511329713914
8.0,0.07231763535402297,0.106745668514082,0.1344373046477449,0.14081607134541776,0.16997032202718299,0.23602086154072147
9.0,0.08883267190529236,0.13137628503240253,0.16499290864733576,0.16954785813359333,0.20413772137367003,0.26997444549826305
10.0,0.10795422819089194,0.15858730148737624,0.19754126332098662,0.1998520818047325,0.2391088534556125,0.30214593156581804
11.0,0.1282048032465091,0.18814453006425055,0.23182709850687525,0.23124647206305493,0.27447430628531105,0.33334839247971704
12.0,0.1497919377537436,0.21995488727735754,0.2662933280300474,0.26331471287247604,0.30900144018607606,0.36288581809179055
13.0,0.17591575083822983,0.2525182226209911,0.30152417702455253,0.2957148586569559,0.342653200263244,0.39136644645640883
14.0,0.20303987152728284,0.28686338431282554,0.337042121403637,0.32815904189378936,0.37485962751064655,0.4185770475087841
15.0,0.2317390042927202,0.3218961858668515,0.37139657317320274,0.3604030195930521,0.4058696002505083,0.4444083527275623
16.0,0.2609149735190094,0.3579119092099526,0.4045317700387417,0.3922411592180563,0.43531981704277106,0.46929333512833565
17.0,0.2925348495972403,0.39332802703679526,0.4366442439848696,0.4234323450913651,0.4637920107209513,0.4931552354824284
18.0,0.32667662039427664,0.42801326843677406,0.46755333983169073,0.4538581971492017,0.4909758673777997,0.5165895495505547
19.0,0.3614893699279231,0.46158138522769315,0.49703531103019305,0.4834245042372486,0.5170541896888795,0.5403404629463164
20.0,0.3962140838957711,0.49409559152288857,0.5248652814151512,0.5120543236801931,0.541720759887058,0.5643304622079702
21.0,0.43044041591083737,0.5250555633862546,0.5515241248941115,0.5397570003664479,0.5652370799792212,0.5888313750297895
22.0,0.46545756768184765,0.5543642964034843,0.5765786239149855,0.5664857295827155,0.5876025030133278,0.614422782553142
23.0,0.5015954524106432,0.5821936783049905,0.5995656030348949,0.5922569020715079,0.6099793416152413,0.6412724312765579
24.0,0.5384858977678879,0.6080561334914748,0.620868924139364,0.6170535372741136,0.6324977007514765,0.6681587840313988
25.0,0.5729125050305238,0.6312963060759459,0.6416926504798195,0.6409252981061832,0.6547959105409423,0.6941721338593406
26.0,0.6052537482045358,0.6514991577222772,0.662357336707357,0.6639060117528864,0.6773176360547066,0.721920185835795
27.0,0.6351177322152584,0.6707641344350859,0.6828497035669331,0.6860310788782122,0.6995814749713645,0.7485656105537736
28.0,0.6627137579482236,0.6890154928502501,0.7029487533366189,0.7073315484703254,0.7216145874000041,0.7751719563978748
29.0,0.685753505682896,0.7067524510470556,0.7224426503309885,0.7278363966204735,0.7431508061896865,0.8021666226023456
30.0,0.7033916032932404,0.7239840062675217,0.7414168538546009,0.7476126382656996,0.7646148294188283,0.8275509275491872
31.0,0.7179675531726961,0.7404403095605627,0.759924721879193,0.7666817252788282,0.7855435724516449,0.8531466649799074
32.0,0.7314013222110504,0.7564918091211017,0.7776623384469525,0.7851015714007917,0.8058938178726005,0.8794425647852265
33.0,0.7441867814205639,0.7716956548617159,0.7951100397711652,0.8028979650666773,0.8257799142127066,0.9050255867688342
34.0,0.7562543117609639,0.7863771790738291,0.8118516167751196,0.8201099512982292,0.8452020445875407,0.9298149192483541
35.0,0.7676714797021685,0.8007247754661214,0.8278476280438891,0.8367309142306625,0.8637224347773677,0.9541792011023212
36.0,0.7785928500634088,0.8143771982821933,0.8434009294057241,0.8526753177642619,0.8817846751602386,0.9784724786238846
37.0,0.7893916732082386,0.8275687234624891,0.8585913995414611,0.8678595317441787,0.8989008350508263,1.0
38.0,0.7999524025726139,0.840311190351446,0.8732947444536814,0.8821951511343952,0.9160853967207302,1.0
39.0,0.8101911930757388,0.8527507910991714,0.8874851597395574,0.8955757627745154,0.9327817091349434,1.0
40.0,0.8201420249715631,0.8648216189656717,0.9013787470210137,0.90805016465823,0.9489695676091334,1.0
41.0,0.8293075160251373,0.8764941052602083,0.9148218842750946,0.919550996074666,0.9648379246266983,1.0
42.0,0.8385402274122502,0.8880035918051559,0.9279434495656348,0.93015371984399,0.9798645408812947,1.0
43.0,0.8478612530924093,0.8991487799564004,0.9406754937649202,0.939791585019379,0.9946158989227314,1.0
44.0,0.857477683343904,0.9099294397901586,0.9532443480185355,0.9484837561185031,1.0,1.0
45.0,0.8660951074790564,0.9211225825793126,0.9653599207590056,0.9562690546324146,1.0,1.0
46.0,0.8747296569116166,0.9316836049607061,0.9776425617312867,0.9631804100006369,1.0,1.0
47.0,0.8832459152901946,0.9421325182517334,0.9892029776306809,0.9692827526009297,1.0,1.0
48.0,0.8916074987823674,0.952250856211591,1.0,0.9746358072947525,1.0,1.0
49.0,0.8992922497290314,0.9626782188033101,1.0,0.9792567497593461,1.0,1.0
50.0,0.9077440261405378,0.9725609621750664,1.0,0.9831959176290815,1.0,1.0
