t,Q05_Y_p,Q25_Y_p,Q50_Y_p,Mean_Y_p,Q75_Y_p,Q95_Y_p
7.0,0.001,0.001,0.001,0.0010000000000000007,0.001,0.001
8.0,0.001162263110611417,0.0012003887306163566,0.0012284239473656007,0.0012356114208167174,0.0012619282712811473,0.0013538423487857378
9.0,0.002083486843141848,0.0024338393527900837,0.0027025406838184223,0.0028034213603216553,0.003055869117036624,0.004145458228275411
10.0,0.004202917843005814,0.005409290187056573,0.006349356124195127,0.006802957131253085,0.007665939281947864,0.012121272970879513
11.0,0.007865556289136494,0.010540801076740599,0.012825220370604642,0.013976514429878182,0.016147479619345814,0.02692037517830245
12.0,0.013297075907464841,0.018281938542426723,0.022684141238214706,0.024794806666297985,0.02903678561492327,0.04845042083464572
13.0,0.020416767023495697,0.028995723764654723,0.03631941418075986,0.039367717038154594,0.04655695541729955,0.07628287869703172
14.0,0.030054994851156664,0.04263075009824801,0.05345777901830828,0.05758171329088121,0.06862725956969234,0.10823918285122551
15.0,0.04143234189564151,0.05913711760914655,0.07429539308649898,0.07902864817062055,0.09478744178331461,0.1408968549148753
16.0,0.0549055483320108,0.07866911282404718,0.0987085431872883,0.103385095036467,0.12412168129121488,0.17408113965280997
17.0,0.0703745593065991,0.10186686883004009,0.126368590414712,0.13012315308927377,0.15527756170832344,0.20738419805000252
18.0,0.08838343207231868,0.1274804046865759,0.1565293788397985,0.15866915320172237,0.1877240216460599,0.23982967193912297
19.0,0.10824322238430224,0.15599780625062065,0.18806792772712275,0.18847741843557245,0.22045768445106703,0.27122722961800344
20.0,0.13122462944264127,0.18597927692522537,0.22048683217070972,0.21908829534057817,0.25296918190705686,0.3015859648342969
21.0,0.15655407329030613,0.21777914172263746,0.25311868368267865,0.25005148152398987,0.2847476376767632,0.33095987778402464
22.0,0.18269477307751056,0.24996890141978872,0.28544858077940294,0.28103148107786874,0.31588297742299465,0.3593944201985362
23.0,0.21092047206303458,0.2825959632930413,0.31704188885543966,0.31178325077530605,0.346128969387937,0.38646599308500423
24.0,0.2414957580365502,0.31551003647194403,0.34813921606556986,0.34213629212577973,0.37509942053732614,0.41273460869448736
25.0,0.27387833125901817,0.34725141979733465,0.3782409094547141,0.3719009423505388,0.4031342274906573,0.43799588473272444
26.0,0.306202272443736,0.3787928075557488,0.40722281849816205,0.4009503634124795,0.4301940092318152,0.462488407579226
27.0,0.33839169689715526,0.40919319578869,0.43538969044792886,0.4292145942770492,0.45630351783472267,0.4862703959597972
28.0,0.3712653558430103,0.43872551082996913,0.46246537740019106,0.4566347083724441,0.48144862118198367,0.509546123028109
29.0,0.40436380509736697,0.46702990508781744,0.4885179699758785,0.48320842215787707,0.5055923790570085,0.5320711384841538
30.0,0.4364538142595635,0.49447207976135193,0.5137699386185381,0.5089386786498634,0.5293991997408561,0.554073658446423
31.0,0.46808493393412676,0.5205806795871842,0.5379227415963226,0.5338409287477777,0.5521817542177724,0.5761409288934125
32.0,0.4989038634066661,0.5457177541615471,0.5612665993368849,0.557914716912837,0.5742976000753927,0.5981855694751692
33.0,0.527840769030146,0.5700021954815848,0.5836860132959587,0.5812020365195432,0.5956812423654786,0.6204436547952454
34.0,0.5558743339014195,0.593088468670672,0.6053530583843416,0.6037376639362135,0.6164927899392431,0.6423662011681084
35.0,0.5822765307459059,0.6151979016691663,0.6263502318205915,0.6255561087326142,0.6370709971197533,0.6652127524841355
36.0,0.6075529428320083,0.6361399385965538,0.6465020916914607,0.6466985689227698,0.657128483211996,0.68848462884979
37.0,0.6307458688933413,0.6561427958591182,0.66572653563689,0.6671926858503736,0.6769907225929166,0.7114385458653284
38.0,0.653544475289653,0.67514856113419,0.6845490647463882,0.6870697003622546,0.6964370829062315,0.7344622007166053
39.0,0.674214127943196,0.6933481150329585,0.7031407158170861,0.7063658255069536,0.7157957025731086,0.757053924864645
40.0,0.6939784723896069,0.7109084813697316,0.7211733817220233,0.7251214138443716,0.734792064591417,0.7794335843859497
41.0,0.7128005618611443,0.7279336903021153,0.7388215747306436,0.7433689356896855,0.7537245555779468,0.8016160511863928
42.0,0.7297729013377293,0.7443095938957514,0.7560554528067486,0.7611351227763095,0.7722846515186175,0.8233156419997545
43.0,0.745538202532891,0.7602322761015646,0.7728801832150591,0.7784438492576136,0.7902214250501347,0.8449056979853782
44.0,0.7603955002153153,0.7757533853376882,0.7893044145543412,0.7953210694513119,0.808409857402085,0.8661205207812901
45.0,0.7742503329813328,0.7908454293484184,0.8054366597013645,0.811790393426413,0.8257534420626488,0.8870222672765002
46.0,0.7877307444156049,0.8056691663274215,0.8212206659116205,0.8278783512676628,0.8427782248166639,0.9075757239197199
47.0,0.8008070468485242,0.8201324954316299,0.8364649469980707,0.8435993243417499,0.8595434757104694,0.9281188456758508
48.0,0.8133670791064608,0.8341886412841103,0.8516476506239897,0.8589536841065676,0.8759221066671927,0.9489273463039896
49.0,0.8255924695819868,0.8478937063170223,0.866365851797788,0.8739157762665436,0.8919133309346663,0.9684438451857086
50.0,0.8375511026657793,0.8614049638561548,0.8809008957451129,0.8884555213346587,0.9075207424550553,0.9876850578029873
