t,Q05_S_p,Q25_S_p,Q50_S_p,Mean_S_p,Q75_S_p,Q95_S_p,Q05_I_p,Q25_I_p,Q50_I_p,Mean_I_p,Q75_I_p,Q95_I_p,Q05_I_v,Q25_I_v,Q50_I_v,Mean_I_v,Q75_I_v,Q95_I_v,Q05_Y_p,Q25_Y_p,Q50_Y_p,Mean_Y_p,Q75_Y_p,Q95_Y_p
36.0,0.0022164952828705674,0.0039672841537645364,0.0065799476186153266,0.01355544080197958,0.013110929877132126,0.04848071297231182,0.2681320816782086,0.36601694596660794,0.4186860173907661,0.40958699367394663,0.46403971301855584,0.5174140265700274,5.346508264366918,5.386236083159703,5.414103753670082,5.413561786041601,5.4416668935588515,5.478472434314492,0.39966356029817357,0.4224683639974335,0.43286230364698486,0.4290013990529911,0.43887657264268726,0.44637010426820484
37.0,0.0021188482484246467,0.00356744687554847,0.00567975192461587,0.010307069651501214,0.010193848757856923,0.03253865768440259,0.303539965642863,0.39657629100357694,0.4463120036900013,0.4375527692567916,0.48909057996827965,0.5389692982331149,5.597059065740497,5.6423746368965375,5.673496658031358,5.672236598425692,5.703516929373301,5.74315837818873,0.4345510651369111,0.45445177100040063,0.4620403948073415,0.4598738708451046,0.4677639728021125,0.47706582930735036
38.0,0.0020375854182773287,0.0033607993434312225,0.00517260584125106,0.008356302847412764,0.008624934857937333,0.023505845204133582,0.33746894308826897,0.4254647919066469,0.47249445184035116,0.46397272400840356,0.5124291042099788,0.5598506349152491,5.843370267377255,5.894633713114579,5.928492920260141,5.926675408684846,5.961052942109742,6.003123440651375,0.46807902466183354,0.483732267343414,0.4899904179944912,0.4893978832920205,0.4965350846431341,0.5078272998579016
39.0,0.0020247280863238543,0.003266569960556068,0.0048492628125586966,0.007233848629736552,0.007889563786944335,0.01883473449113249,0.36893380573065226,0.4524580979478766,0.49701736544907954,0.48891492358965644,0.5345858790173523,0.5801148366272195,6.086640464001742,6.142746514130247,6.179384191715178,6.177005962144728,6.2142801370806575,6.258497622825654,0.4987962595071451,0.5103974504505926,0.5169925437462047,0.5176002232278811,0.5246524959386234,0.5383174445557986
40.0,0.001956028338805582,0.0031289272397863038,0.004709376717633605,0.006568559739725102,0.007337322628594032,0.016006616887645576,0.39940956119573234,0.478342279844652,0.5203141956564129,0.5124378857936178,0.5552486718832887,0.5976532561517648,6.325731964207189,6.3873436460837105,6.426380619587966,6.423327158866478,6.463075008934458,6.509768287466432,0.5262992510150301,0.5358840798604635,0.5432136083768608,0.5445252345860379,0.5522022158360931,0.5682533570293589
41.0,0.0019470756233292334,0.0031053814020053482,0.00453338052299121,0.0062065746087650005,0.0070415799368531784,0.015159814350582359,0.42848132144081985,0.5026584393924334,0.5416826244905426,0.5345698477380234,0.5750636795654467,0.6149780859220989,6.561294286367582,6.6280827808911775,6.669273905411152,6.665717833855304,6.707849125317061,6.756498682885179,0.5502451544550893,0.5600794243155836,0.568402995504643,0.570229684685908,0.5788748535552223,0.597055614081174
42.0,0.0019314220295450022,0.0031306743810113904,0.004516105773747625,0.006001020582732765,0.006907272611898171,0.014725439700933032,0.45583605445692416,0.5253516488338004,0.5622218156577738,0.5553955732204351,0.5937768178959723,0.6312423447244113,6.794122266444084,6.864985746781047,6.908448778974094,6.904239088544574,6.948532040029011,6.99885661771739,0.5721462882944238,0.5832584585921788,0.5926085761305173,0.5947742718577925,0.604403361941602,0.6250512485566145
43.0,0.001984596597213433,0.0031231245497475722,0.004506559090283658,0.005882157843357461,0.006854115100061331,0.014196878069045639,0.48067924615407887,0.5460010861308502,0.5814956531108413,0.5750067532437585,0.6110249202297323,0.6467895878303997,7.023330808015306,7.098359298416814,7.1438007095624565,7.138942788670626,7.185359693259645,7.2375025900263745,0.5926022540429661,0.6052655165505924,0.6157872969186466,0.6182224477835288,0.6292534471625484,0.6522792805097072
44.0,0.0019502655511771587,0.0031269151419447624,0.004426157814106931,0.005898045037124723,0.006907260371886303,0.014252301984641315,0.5043753244489342,0.5658831106255547,0.5994447928319214,0.5933685166405248,0.6272659005267902,0.6611323791425443,7.249043084519278,7.328146776232968,7.37514920484848,7.369859936367083,7.418019732920668,7.471621821521534,0.6119187297719133,0.626220841629075,0.6379196118889908,0.6406348094148212,0.6529101290547039,0.6784339658737789
45.0,0.0019529223981958877,0.0031179284927383023,0.0044828206982068155,0.0058110126070693565,0.006852873075645852,0.014038562921069874,0.5270169163120565,0.5849767401974436,0.6161333322376574,0.6107150218896076,0.6430563808272293,0.6748763315143356,7.4720712356410885,7.554379365150402,7.602809966536028,7.59702008101019,7.646769312405918,7.701732956697004,0.6301520815280449,0.6462779770509041,0.6592902999962941,0.6620733491574815,0.6754709603916847,0.7034596028673301
46.0,0.0019795451111000732,0.0030805792832934984,0.004505715487773283,0.00581472086596267,0.006838422896198432,0.013949652082048817,0.5484647429610421,0.6026990009049579,0.6319615727020141,0.6269786081737058,0.6575000519690417,0.6874819400873343,7.691415241845567,7.776895324610935,7.826747707894792,7.82044965676257,7.871659430889486,7.927750034307865,0.6474472567624738,0.6654014529120348,0.6797211693283587,0.6825951799242896,0.6972436134176299,0.7276528113088
47.0,0.0019834226045315835,0.0031344673515610994,0.004498262038707998,0.005770811236464067,0.006768380071160543,0.013780120073952105,0.5668910718073461,0.618926899949738,0.6473522565161132,0.642282532011303,0.6711573369166758,0.6997920778255332,7.9071478204944885,7.995553204034273,8.046871632711547,8.040158851482458,8.092543875285164,8.14960446971615,0.6641653045454413,0.6835739916826067,0.6991208411732818,0.7022548478094367,0.7180374088172901,0.7508584376541503
48.0,0.0019670278969551314,0.0031138320829095924,0.004463523234469768,0.005768840480919771,0.006826778820176882,0.013779097985836207,0.5853229591183448,0.6344625787875585,0.661290143452281,0.6566557056613729,0.6840887346778532,0.7115733358371003,8.12040486814469,8.210728757591337,8.263247775965262,8.256168057446642,8.30943707563754,8.367655424955318,0.6798773047042463,0.7009772991275552,0.7178268172140642,0.7211048240190425,0.7378760742718767,0.7733870066729313
49.0,0.0019813304473525906,0.003135245619749405,0.004548435190762418,0.005785682832595993,0.006785595564360941,0.013867694222712123,0.601901976053404,0.6491123178074495,0.6745230201128366,0.6701458058968899,0.6960353822461001,0.7222592665728232,8.330307720116476,8.422456978601573,8.47576530473346,8.468485008722942,8.522904670763353,8.581492956114866,0.6952142722727954,0.7177529308105849,0.7358391688720766,0.7391929650684353,0.757106198560676,0.7950192669991025
50.0,0.0019802343361682052,0.0031381518686772196,0.004469562868953284,0.005726904726323925,0.006753160381317553,0.013449009152350446,0.6188470323149725,0.6626347874015968,0.6870710395174243,0.682889186642244,0.7073130080597562,0.732613220306135,8.5363775974863,8.6304838006883,8.684788183187756,8.677120561149438,8.732244094486777,8.791323867156528,0.7100464154534619,0.7339392619577146,0.7530664972513278,0.756565544803405,0.7754253935407176,0.815093264436798
51.0,0.0019561543275576445,0.0031072409128545374,0.004459864979061654,0.005712553478612539,0.006743073558693631,0.01337753618091335,0.634214099126579,0.675352562323263,0.6985335460244363,0.6948014292447804,0.7184290271001017,0.742059818540542,8.739859334968983,8.835013214127775,8.889815747864349,8.882076899010677,8.9377823892064,8.997693901521204,0.7245024078282808,0.7495163240298535,0.769654854680466,0.7732653065266033,0.7930762597581898,0.8345206405432307
52.0,0.0019438835420588886,0.0030426870023540814,0.004355988505034474,0.00558464387274457,0.006606088296428032,0.013182775646000481,0.6482949710104172,0.6876396930754054,0.7094778167323358,0.7061411898838356,0.7286295834444132,0.7512644348995807,8.940250255762402,9.03597831115863,9.09111355639072,9.083375265521273,9.139561192083486,9.199520157352206,0.7381080617119714,0.7645139226200928,0.7856414681200048,0.7893341450281269,0.8101250666592381,0.8538114809591031
53.0,0.001947526762806285,0.0030589927353284144,0.004399135804456225,0.005533231968261865,0.00652637078331072,0.012601465370454134,0.6617195680783083,0.6991232179110748,0.7200418346328716,0.7167598194610124,0.7382125043829245,0.759815149266686,9.136800680260116,9.233501408255533,9.288962734749969,9.281024980470704,9.337349323161108,9.397467843993583,0.7512729546158378,0.7789892713739814,0.8010113212844618,0.8048052996327422,0.8265892552805991,0.87211242388612
54.0,0.0019732397552560295,0.0030605443746887424,0.004344754256460511,0.005536457106467024,0.006531728744240792,0.013011679994501871,0.6743524900133935,0.7099474711195927,0.7300892336047458,0.7266927906754628,0.747241576962576,0.7676279206946338,9.330260954443867,9.427374196116158,9.48311353393627,9.475034605468661,9.531762044876897,9.591791049824606,0.7639965694427887,0.7930439211082364,0.8157855853717701,0.8197145744624993,0.8424777928851381,0.8895795607328776
55.0,0.0019665406636987176,0.003032068546534228,0.00429747062138433,0.005480037414938195,0.00638372407129394,0.013011227877484346,0.6860160930092191,0.7198592432434059,0.739078893854928,0.7360611179654724,0.7557531049858294,0.7753790705985547,9.52036852147757,9.617469731467162,9.673462906939035,9.6654101704622,9.722268643904371,9.78204491678815,0.7763907313583569,0.8064862961090523,0.8301702187815831,0.8340896893476298,0.8574371035528641,0.9064044764250526
56.0,0.0019376558450121208,0.0029925877503814906,0.00429224101618325,0.005374669888650516,0.006388937967222303,0.012335565021032337,0.6972398315734011,0.7296606793022213,0.7479771074208031,0.7449686195438754,0.763677221578179,0.7825599691394242,9.706761764315768,9.804189961699079,9.860337339445334,9.852179627299142,9.909292665502578,9.968622344868779,0.7884437600361356,0.8194194882822508,0.8439639420387143,0.84796138696892,0.8721074701457814,0.9224589221761585
57.0,0.0019108821106809796,0.002991450591423723,0.004300132780636582,0.005379573852221314,0.006410093525651877,0.012312721691831266,0.7077155152266891,0.7386735952023333,0.7560469326848429,0.7532482143015218,0.7712572280274808,0.7894256084597753,9.890103452818787,9.987250649665013,10.043672091776642,10.035352395427042,10.092285957289882,10.151605303859931,0.8003663946689199,0.8320544706618977,0.8573976013235806,0.8613331966205721,0.8862781235926539,0.9379632300513302
58.0,0.0019092476039005383,0.002971457531220999,0.004256170687125186,0.005306055211570828,0.006304298048427767,0.012045769544248961,0.7173988099899374,0.7470601894172482,0.7639445598164735,0.7611132001665908,0.7781929107555949,0.7957817777037722,10.070049558777754,10.167086690653209,10.223263113589024,10.214947423704148,10.271788304803165,10.330892891701966,0.8117667324573827,0.8442846342100678,0.8701512961969649,0.8742115123358875,0.9000010664757443,0.9528286622130582
59.0,0.001922840056455354,0.002958352242517074,0.004170660832242736,0.0052570931175286665,0.006245376977625679,0.01197889522226056,0.7262930954405674,0.7550765133128465,0.771121753953507,0.7685284660366071,0.7849982682435885,0.8018377855607786,10.246751031509191,10.343412495204651,10.399163199176984,10.390990782011205,10.447734213696698,10.506329603432638,0.822650834140604,0.8560092321753435,0.8825739827769884,0.8865978840576156,0.9132049080705881,0.9674290344493949
60.0,0.0019012268686713011,0.002955647920578113,0.0041483529651560255,0.0052298336871852286,0.006137944824487119,0.01182196078813682,0.7350441443389198,0.7628427290376544,0.7779373696648771,0.775462532330076,0.7912103774150181,0.8075094883167686,10.419985031050757,10.516316718466156,10.571592895858814,10.563496421039428,10.620007976562558,10.678158034514366,0.8335244357926977,0.8674468846398442,0.8947385562741628,0.8984860259947071,0.92597503130426,0.981574947624121
61.0,0.001881186682649127,0.0029309003122173632,0.004131922935215609,0.005180709307508708,0.006106671031225035,0.011740321561875405,0.7425070764232182,0.7695499235829331,0.7845719470896716,0.7819800215441358,0.7971016728252308,0.8130013691541638,10.589975911816392,10.686040991160105,10.740602257215048,10.732483659991424,10.788529617236977,10.846341190858945,0.8438742285582025,0.8786040578197668,0.9065296421347295,0.9098115100834688,0.9383158852977659,0.9948032890496692
62.0,0.0018886735044420986,0.0029302805537404545,0.004120206252052534,0.005172240800682434,0.006076795199312517,0.012004830867565586,0.7500209536000308,0.7760773015020062,0.790562538201773,0.7881071395827253,0.8028762718886372,0.8179127552431739,10.756803997855792,10.851958771741108,10.906187939192307,10.897986668970445,10.953405580663869,11.010778919914944,0.853738129997228,0.8894991811583821,0.9180083678257636,0.920557566916077,0.9505588277015141,1.0
63.0,0.0018698587702308258,0.0029106714724667537,0.004102142490164172,0.005107058721937218,0.0060697433734546655,0.011349207043715892,0.7577447432245319,0.7824246697809941,0.7961899520122878,0.7939053668183425,0.8081942906798201,0.822631103859818,10.919993073250543,11.014388813013099,11.068523065951178,11.06002692523491,11.11481096188823,11.171845527389074,0.8635759319559759,0.900001584341049,0.9290518802607604,0.9306857993180916,0.9621840380059239,1.0
64.0,0.0019098577332985493,0.0028730763322691987,0.004055256340169123,0.005049402956156938,0.005970812848172684,0.011252841830260662,0.7641918844364084,0.7879596163804448,0.8016755665281372,0.7993533503741785,0.8131082056779709,0.8275198464658922,11.08031335658662,11.17331493911318,11.226878336947449,11.218635245012853,11.273009272691517,11.329228115423414,0.8731481628494698,0.9102164414926519,0.9397726805968025,0.9401585204858327,0.9736531341589,1.0
65.0,0.0018646651616589184,0.0028511865539076037,0.004024949762075136,0.005001041679744164,0.005917351813831565,0.0112682551478259,0.7699941132784065,0.7937572265625283,0.8068890746753776,0.8044899113467079,0.8179273123592196,0.8314941682510096,11.237000753433241,11.328642505526759,11.382091845762423,11.373846942432744,11.427619581303755,11.483112968893716,0.8824399998237533,0.9201999616842141,0.9502334092864273,0.9489477963595975,0.9847031425979955,1.0
66.0,0.0018669706988776237,0.002886122484792334,0.004021946504981001,0.005014605924013933,0.005915584095873275,0.011321028800820062,0.7759524087315175,0.7986914009346673,0.8115125778398118,0.8092502810702943,0.822179659350069,0.8352148052503585,11.391157679527069,11.480861407620559,11.533833330010117,11.525690814270392,11.57888785349089,11.633932209589776,0.8915403946785889,0.9299635224443616,0.9605748174057865,0.9569825884629494,0.995590280730196,1.0
67.0,0.001859061156574365,0.0028675674719912444,0.0040521655103714915,0.005006409947440628,0.005973121601588522,0.011203437942658323,0.7821867627163367,0.8035624032761874,0.8160145157841744,0.8137373783460442,0.8261820678421796,0.8392384395599581,11.541145563938299,11.630086019420316,11.682225522122765,11.67420180921313,11.726676224288955,11.780948348112766,0.9003368266062122,0.9394516616278223,0.9705054970816372,0.9642179324729692,1.0,1.0
68.0,0.0018765565567572008,0.002824599317657945,0.003987327292023518,0.005018039612368189,0.005957046062467535,0.011183337367884866,0.7869003050331047,0.8079182442345928,0.8198443263728588,0.8178755139181201,0.8302623011885654,0.8431941134337697,11.687581737528868,11.775879300258685,11.82750657904445,11.819403591254646,11.871203257483803,11.925030405765526,0.9090662338756976,0.9487409853566113,0.9802526855472612,0.9706508447704568,1.0,1.0
69.0,0.0018296064680075575,0.0028130630212612026,0.00394769717451333,0.004957839927778229,0.005892912052550256,0.011220437358156626,0.7910856307920883,0.8123126018883856,0.8240184135685424,0.8218366303113741,0.8338207780773186,0.8463540649897285,11.83106170109468,11.91868627919127,11.96909009949328,11.961340550209778,12.01233219805237,12.065749201884259,0.9176747800141238,0.9579213752401369,0.9897234130599092,0.9762813490555345,1.0,1.0
70.0,0.0018362819662928295,0.0027968308686271187,0.003941158398027644,0.004873417860354542,0.005746878956457709,0.010913540149159908,0.7953487905247086,0.8163095656760205,0.8276746376791717,0.8256073735587749,0.8375362052760792,0.849677768967101,11.971687653097513,12.058035006973949,12.10783203232186,12.100057726741781,12.15017496785884,12.203124365705708,0.925990440300487,0.966863986412348,0.9990105602332929,0.9811298875611485,1.0,1.0
