t,S_p,Lp,Ip,Sv,Iv
0.0,650.0,250.0,100.0,300.0,200.0
0.1,300.35808330823346,576.2311499802784,123.41076671148802,227.0504178820003,198.01461836140675
0.2,155.37164992380914,718.9453909187331,125.68295915745779,139.65497325983637,169.1517652193385
0.30000000000000004,68.97819450271574,800.5339939415379,130.48781155574642,172.43946391670238,248.35848110402162
0.4,34.49793653216001,826.8184464644364,138.68361700340355,192.33983236883637,332.2709577034785
0.5,25.972335763213593,828.4978703716489,145.5297938651375,147.00499943973506,321.1062289999337
0.6,19.2343517804374,828.93618630969,151.82946190987263,119.542564960528,324.51893419033485
0.7,14.28393038314149,827.6165029765551,158.09956664030324,91.86419441762256,311.2246890224552
0.7999999999999999,10.827402483606209,825.3508668370431,163.82173067935057,76.30669033390377,317.66363690561394
0.8999999999999999,7.965666267192094,822.1818214588842,169.85251227392365,74.35077738171883,371.34321411164257
0.9999999999999999,6.65262240201237,817.3798088231609,175.96756877482645,50.01732661690351,316.91139991578706
1.0999999999999999,5.201621055401558,813.0929482400772,181.7054307045208,40.33016312388173,314.46493799560824
1.2,3.724917810272358,808.6164192975087,187.6586628922185,34.80468992431527,330.8273833877732
1.3,2.8143860916647387,803.6214987930939,193.56411511524098,15.783854104514958,206.66342910489726
1.4000000000000001,1.6290171787930572,798.9555589845945,199.41542383661198,9.574655288393451,162.31821201060862
1.5000000000000002,1.0469897045942078,793.7677697497392,205.1852405456662,4.3198114927112465,101.26458605429373
1.6000000000000003,0.9197492974324996,788.107171000799,210.9730797017681,2.3871594395942255,73.36696282033184
1.7000000000000004,1.0688306875796205,782.2365547765467,216.69461453587337,2.07093195239231,76.58929271653243
1.8000000000000005,1.1702057916677266,776.498015623656,222.33177858467593,1.225659332798976,58.09405503836088
1.9000000000000006,1.2910254764865021,770.7198803702515,227.98909415326156,0.8925099660513597,51.44161820504599
2.0000000000000004,1.6313685035048824,764.91413020033,233.4545012961648,0.5578446830617434,39.44871383433534
2.1000000000000005,2.2327719748799346,759.0625087346056,238.70471929051428,0.566699029670096,44.82505845842229
2.2000000000000006,2.081244100452582,753.6723090924357,244.24644680711137,0.6967724498273986,61.0060284997282
2.3000000000000007,2.1866188661910195,748.4027933106985,249.41058782311018,0.7459230521858421,74.48206547889923
2.400000000000001,1.6962719216994677,743.4945256375875,254.8092024407127,0.8943788806452203,101.50844771298162
2.500000000000001,1.3921719330080382,738.5706731933169,260.03715487367464,0.7626216017416919,103.69813832118697
2.600000000000001,1.0607600961737342,733.5764114662152,265.3628284376105,0.3532739884131375,63.49145657908488
2.700000000000001,1.3620510550914022,728.1150972976591,270.52285164724896,0.33091973976453426,65.00660821523789
2.800000000000001,1.2969545225480021,722.9000206244392,275.80302485301223,0.3276213514814457,69.69360278040322
2.9000000000000012,1.4149732821150163,717.6980864402393,280.88694027764507,0.3888949045902501,88.87277913692475
3.0000000000000013,1.3504559224083135,712.7515124954806,285.8980315821104,0.27995455961096755,73.60211693466206
3.1000000000000014,1.3616564052298694,707.7068461715394,290.93149742323016,0.31401048203051174,87.49786333410049
3.2000000000000015,1.4790813844847444,702.7761310768423,295.7447875386725,0.21025880378832473,65.94272763523013
3.3000000000000016,1.644202085801338,697.7731149499341,300.58268296426405,0.24669579843522904,78.18414630758863
3.4000000000000017,1.6256469316621365,693.0097607078147,305.36459236052275,0.22716496889626414,76.02223756017874
3.5000000000000018,1.5920171735611857,688.2666332565719,310.1413495698665,0.21622300338919004,75.23790151185695
3.600000000000002,1.7351329111580012,683.5094739306143,314.7553931582273,0.2251178532800905,80.66187266426768
3.700000000000002,1.4316059996526953,678.9801672351324,319.5882267652145,0.12007766622140939,46.2293081691288
3.800000000000002,1.8776843369759846,673.9290768465481,324.1932388164755,0.12660303988856964,42.000481899008534
3.900000000000002,1.9021979670583788,669.0777268017823,329.020075231159,0.1168010033725793,33.81552330297581
4.000000000000002,2.2032068304140293,664.1108765224508,333.6859166471349,0.11283842259211155,27.753322511090925
4.100000000000001,2.4195022136506905,659.1712036019925,338.40929418435655,0.13480043413989543,28.64098820640399
4.200000000000001,2.693366484723966,654.3211346687806,342.98549884649515,0.17252169638789658,34.12618215437191
4.300000000000001,2.8281379057054132,649.6976239871618,347.47423810713235,0.17909600449070243,35.42971738203476
4.4,2.6698213138672853,645.2211741292515,352.10900455688073,0.1250566378513751,25.220558572080733
4.5,3.0779610437609777,640.4481538599761,356.4738850962625,0.11552623581606594,20.84421571953789
4.6,4.530639882396653,635.5110659604002,359.95829415720254,0.12180253487866213,19.322012983539498
4.699999999999999,4.920857914776631,630.9679563547487,364.111185730474,0.11042365634697704,15.596569642999683
4.799999999999999,4.494007322659839,626.5127625539185,368.9932301234209,0.09556022385789763,11.427637244328492
4.899999999999999,4.284624043766591,621.8551249021476,373.860251054085,0.13112666616817573,13.262723210801616
4.999999999999998,4.620576787886057,617.1957128172926,378.18371039482054,0.15111621477086284,14.463563998391711
5.099999999999998,4.860355659834353,612.6706587082573,382.46898563190734,0.11913979106814329,11.298357989219832
5.1999999999999975,5.8941511931414325,607.9635048102708,386.14234399658676,0.11089512600691889,9.536739803456648
5.299999999999997,5.430161479548273,603.5302204019612,391.0396181184895,0.10697491211999016,8.131066388480518
5.399999999999997,4.829257146256341,599.0520028548552,396.11873999888746,0.1145329312152656,7.692050748701375
5.4999999999999964,5.4717516398645,594.3700022680081,400.1582460921265,0.11497138627696651,7.036254976853896
5.599999999999996,6.476564728884639,589.6853674957474,403.83806777536705,0.15173046184616573,8.658505398053185
