Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.685848,0.242211,0.0719417,0.50995,0.49005
0.672873,0.246362,0.0807654,0.518918,0.481082
0.656226,0.251175,0.0925993,0.526985,0.473015
0.675263,0.246807,0.0779296,0.534237,0.465763
0.647951,0.25458,0.0974696,0.540772,0.459228
0.639337,0.256816,0.103846,0.546642,0.453358
0.625625,0.260081,0.114293,0.551921,0.448079
0.663852,0.251981,0.084167,0.556666,0.443334
0.65059,0.25559,0.0938201,0.560952,0.439048
0.683391,0.247601,0.0690076,0.564805,0.435195
0.661223,0.254327,0.0844507,0.568285,0.431715
0.666449,0.25297,0.0805806,0.571409,0.428591
0.678031,0.249828,0.0721412,0.574222,0.425778
0.662119,0.254499,0.0833827,0.576758,0.423242
0.635382,0.261625,0.102992,0.579034,0.420966
0.631935,0.262341,0.105723,0.581071,0.418929
0.639524,0.260501,0.0999744,0.582903,0.417097
0.682911,0.250103,0.0669856,0.584554,0.415446
0.687755,0.248542,0.0637027,0.58606,0.41394
0.713864,0.240167,0.0459683,0.587416,0.412584
0.715485,0.239426,0.045089,0.588648,0.411352
0.701277,0.244818,0.0539047,0.589756,0.410244
0.702487,0.244281,0.053232,0.590749,0.409251
0.727265,0.23539,0.0373446,0.591643,0.408357
0.709578,0.2428,0.0476222,0.592456,0.407544
0.695209,0.248084,0.0567072,0.593182,0.406818
0.715926,0.240824,0.0432503,0.59383,0.40617
0.720441,0.238832,0.0407271,0.594422,0.405578
0.717277,0.239939,0.0427842,0.594955,0.405045
0.71373,0.241176,0.0450944,0.595434,0.404566
0.72389,0.237037,0.0390733,0.595864,0.404136
0.723535,0.236983,0.0394816,0.596254,0.403746
0.722381,0.237267,0.0403518,0.596605,0.403395
0.710008,0.242183,0.0478092,0.596921,0.403079
0.714681,0.240254,0.0450646,0.5972,0.4028
0.736048,0.231765,0.0321866,0.597453,0.402547
0.743204,0.2282,0.0285964,0.597689,0.402311
0.767994,0.215814,0.0161921,0.597903,0.402097
0.74745,0.227934,0.0246157,0.598103,0.401897
0.764431,0.218635,0.0169341,0.598278,0.401722
0.746876,0.228779,0.0243453,0.59844,0.40156
0.760783,0.221024,0.018193,0.598581,0.401419
0.760704,0.220579,0.0187168,0.598712,0.401288
0.7646,0.217833,0.0175671,0.59883,0.40117
0.764273,0.217553,0.0181741,0.598936,0.401064
0.758395,0.220563,0.0210415,0.599032,0.400968
0.732574,0.234532,0.0328934,0.599116,0.400884
0.722482,0.238891,0.0386274,0.599185,0.400815
0.75354,0.225443,0.0210171,0.599243,0.400757
0.768958,0.216327,0.0147153,0.599306,0.400694
0.760921,0.220875,0.0182045,0.599367,0.400633
0.764136,0.21848,0.0173837,0.599419,0.400581
0.750981,0.225886,0.0231335,0.599467,0.400533
0.751463,0.225228,0.0233088,0.599506,0.400494
0.750533,0.225342,0.024125,0.599542,0.400458
0.760135,0.219913,0.0199519,0.599573,0.400427
0.754894,0.222473,0.0226329,0.599604,0.400396
0.75585,0.221588,0.022562,0.59963,0.40037
0.740673,0.229424,0.0299033,0.599653,0.400347
0.724852,0.236713,0.0384359,0.59967,0.40033
0.710685,0.242495,0.0468201,0.59968,0.40032
0.693563,0.248848,0.0575886,0.599684,0.400316
0.699764,0.246557,0.0536797,0.599681,0.400319
0.702481,0.245413,0.0521064,0.599681,0.400319
0.691504,0.249187,0.0593092,0.599681,0.400319
0.719464,0.239668,0.0408681,0.599678,0.400322
0.714084,0.241656,0.0442595,0.599685,0.400315
0.711596,0.242427,0.0459761,0.59969,0.40031
0.757798,0.224365,0.0178373,0.599694,0.400306
0.750636,0.228116,0.0212479,0.599714,0.400286
0.750027,0.227975,0.0219978,0.59973,0.40027
0.757644,0.223303,0.0190538,0.599743,0.400257
0.733429,0.236937,0.0296335,0.599758,0.400242
0.739698,0.233491,0.0268107,0.599764,0.400236
0.732313,0.236857,0.0308308,0.599772,0.400228
0.767189,0.219805,0.0130065,0.599776,0.400224
0.770571,0.214299,0.0151299,0.599791,0.400209
0.783653,0.202758,0.0135894,0.599802,0.400198
0.779331,0.202519,0.0181497,0.599814,0.400186
0.793894,0.1909,0.0152055,0.599822,0.400178
0.819216,0.172804,0.00797949,0.59983,0.40017
0.824031,0.167221,0.00874807,0.599843,0.400157
0.826604,0.163355,0.0100417,0.599853,0.400147
0.845578,0.148732,0.0056899,0.599862,0.400138
0.851304,0.142913,0.00578273,0.599872,0.400128
0.855819,0.138141,0.00604018,0.599881,0.400119
0.852515,0.139224,0.00826097,0.59989,0.40011
0.857717,0.134316,0.00796704,0.599896,0.400104
0.867091,0.126717,0.00619234,0.599901,0.400099
0.866708,0.125835,0.00745669,0.599908,0.400092
0.860222,0.129005,0.0107729,0.599912,0.400088
0.861593,0.126901,0.0115062,0.599915,0.400085
0.853957,0.129978,0.0160655,0.599916,0.400084
0.852008,0.129524,0.0184675,0.599915,0.400085
0.849314,0.129318,0.0213677,0.599912,0.400088
0.849043,0.127966,0.0229917,0.599908,0.400092
0.8384,0.13077,0.0308303,0.599904,0.400096
0.860562,0.121705,0.0177331,0.599895,0.400105
0.854218,0.123343,0.0224384,0.599895,0.400105
0.851412,0.123145,0.0254432,0.599892,0.400108
0.859709,0.118773,0.0215182,0.599887,0.400113
0.856841,0.118741,0.0244186,0.599886,0.400114
0.853325,0.11884,0.0278341,0.599883,0.400117
0.853021,0.117724,0.0292543,0.599878,0.400122
0.858011,0.114911,0.027078,0.599872,0.400128
0.865233,0.111389,0.0233782,0.599869,0.400131
0.880608,0.104846,0.0145457,0.599868,0.400132
0.874051,0.107135,0.0188146,0.599872,0.400128
0.861838,0.111261,0.0269009,0.599874,0.400126
0.85793,0.111578,0.0304917,0.59987,0.40013
0.856669,0.11096,0.0323713,0.599865,0.400135
0.860812,0.108766,0.0304214,0.599859,0.400141
0.873016,0.104204,0.0227802,0.599855,0.400145
0.862657,0.107126,0.030217,0.599856,0.400144
0.868938,0.104403,0.0266587,0.599852,0.400148
0.862573,0.105679,0.0317481,0.599851,0.400149
0.878537,0.100325,0.0211378,0.599847,0.400153
0.865136,0.10456,0.030303,0.599849,0.400151
0.860429,0.105167,0.0344041,0.599846,0.400154
0.868549,0.102193,0.0292572,0.599841,0.400159
0.888558,0.0956143,0.0158273,0.599839,0.400161
0.888778,0.0950436,0.0161784,0.599846,0.400154
0.891361,0.0935181,0.0151211,0.599852,0.400148
0.881717,0.0971976,0.0210851,0.599857,0.400143
0.887316,0.0946933,0.017991,0.599859,0.400141
0.882819,0.0959872,0.0211942,0.599862,0.400138
0.876468,0.097741,0.0257907,0.599863,0.400137
0.87581,0.0974141,0.0267757,0.599862,0.400138
0.891264,0.0922096,0.0165269,0.599859,0.400141
0.885389,0.0941882,0.0204229,0.599863,0.400137
0.891214,0.0916985,0.0170875,0.599865,0.400135
0.884085,0.0941314,0.0217832,0.599868,0.400132
0.885066,0.0933824,0.0215515,0.599868,0.400132
0.888019,0.0919842,0.0199971,0.599869,0.400131
0.897865,0.0881418,0.0139932,0.59987,0.40013
0.897112,0.0881999,0.0146884,0.599874,0.400126
0.892954,0.0896765,0.0173698,0.599878,0.400122
0.904267,0.0850721,0.0106605,0.59988,0.40012
0.902398,0.0857665,0.0118358,0.599885,0.400115
0.892761,0.0900188,0.01722,0.59989,0.40011
0.903405,0.0856268,0.0109682,0.599891,0.400109
0.905051,0.084603,0.0103461,0.599895,0.400105
0.899886,0.0869451,0.0131684,0.599899,0.400101
0.899754,0.0867655,0.0134807,0.599901,0.400099
0.908062,0.082924,0.00901394,0.599903,0.400097
0.902133,0.0858383,0.0120284,0.599907,0.400093
0.902104,0.0856323,0.0122641,0.599909,0.400091
0.898464,0.0870778,0.0144582,0.599911,0.400089
0.885983,0.0920731,0.0219434,0.599911,0.400089
0.891438,0.0899045,0.0186572,0.599907,0.400093
0.890051,0.0901237,0.0198248,0.599905,0.400095
0.8908,0.0895708,0.0196291,0.599903,0.400097
0.879039,0.0934496,0.0275115,0.599901,0.400099
0.881467,0.092363,0.0261705,0.599894,0.400106
0.89102,0.0891798,0.0198004,0.599889,0.400111
0.896526,0.0869949,0.0164796,0.599888,0.400112
0.905435,0.0833407,0.0112244,0.59989,0.40011
0.911303,0.0804237,0.0082736,0.599894,0.400106
0.905984,0.0831416,0.0108739,0.599899,0.400101
0.903152,0.0843356,0.0125123,0.599903,0.400097
0.907604,0.0821816,0.0102141,0.599905,0.400095
0.905327,0.083155,0.0115185,0.599909,0.400091
0.912678,0.0796023,0.00771967,0.599911,0.400089
0.906184,0.0830535,0.010763,0.599915,0.400085
0.893787,0.0888434,0.01737,0.599917,0.400083
0.895757,0.0878353,0.0164082,0.599915,0.400085
0.895819,0.087576,0.0166055,0.599914,0.400086
0.892585,0.0886008,0.0188141,0.599912,0.400088
0.904512,0.0840612,0.011427,0.59991,0.40009
0.899464,0.0862469,0.0142892,0.599912,0.400088
0.89962,0.085977,0.0144026,0.599912,0.400088
0.898201,0.0863734,0.0154258,0.599912,0.400088
0.893886,0.0879064,0.0182077,0.599912,0.400088
0.88899,0.0894726,0.0215369,0.59991,0.40009
0.893291,0.0877849,0.0189243,0.599906,0.400094
0.892961,0.0876859,0.0193534,0.599904,0.400096
0.904617,0.0833801,0.0120027,0.599902,0.400098
0.905911,0.082647,0.0114423,0.599905,0.400095
0.900516,0.0850128,0.0144711,0.599907,0.400093
0.902825,0.0838966,0.0132783,0.599908,0.400092
0.904442,0.0830575,0.0125006,0.599909,0.400091
