t,L,S,E,I_S,I_A,H,R,D,V,J,u_L,u_V,lockdownFlux,Doses
245.097,0.000197982,0.524254,0.00376845,2.92E-04,0.003577,1.08E-04,0.317356,0.00251834,0.147947,0.0188214,8.35E-08,0.0022949,7.92E-01,6.67E+02
245.28,0.000197922,0.524336,0.00377864,2.92E-04,0.00358614,1.09E-04,0.317156,0.00251869,0.148045,0.0188242,8.34E-08,0.00229272,7.92E-01,6.66E+02
245.462,0.000197863,0.524417,0.00378887,2.93E-04,0.00359532,1.09E-04,0.316957,0.00251903,0.148142,0.018827,8.33E-08,0.00229052,7.91E-01,6.66E+02
245.645,0.000197803,0.524497,0.00379915,2.94E-04,0.00360455,1.09E-04,0.316759,0.00251938,0.148239,0.0188298,8.32E-08,0.00228832,7.91E-01,6.66E+02
245.827,0.000197745,0.524578,0.00380948,2.95E-04,0.00361381,1.09E-04,0.316561,0.00251972,0.148336,0.0188326,8.31E-08,0.00228611,7.91E-01,6.66E+02
246.01,0.000197686,0.524658,0.00381985,2.96E-04,0.00362312,1.10E-04,0.316364,0.00252007,0.148432,0.0188354,8.30E-08,0.00228389,7.91E-01,6.65E+02
246.192,0.000197628,0.524738,0.00383026,2.96E-04,0.00363247,1.10E-04,0.316167,0.00252042,0.148527,0.0188382,8.29E-08,0.00228166,7.91E-01,6.65E+02
246.375,0.00019757,0.524818,0.00384072,2.97E-04,0.00364186,1.10E-04,0.315971,0.00252077,0.148623,0.0188411,8.28E-08,0.00227942,7.90E-01,6.65E+02
246.557,0.000197513,0.524897,0.00385122,2.98E-04,0.00365129,1.11E-04,0.315775,0.00252112,0.148718,0.0188439,8.28E-08,0.00227718,7.90E-01,6.64E+02
246.74,0.000197456,0.524976,0.00386177,2.99E-04,0.00366076,1.11E-04,0.31558,0.00252147,0.148813,0.0188467,8.27E-08,0.00227492,7.90E-01,6.64E+02
246.922,0.000197399,0.525055,0.00387236,2.99E-04,0.00367028,1.11E-04,0.315385,0.00252183,0.148907,0.0188496,8.26E-08,0.00227266,7.90E-01,6.64E+02
247.105,0.000197343,0.525134,0.003883,3.00E-04,0.00367983,1.11E-04,0.315191,0.00252218,0.149001,0.0188524,8.25E-08,0.00227038,7.89E-01,6.64E+02
247.287,0.000197287,0.525212,0.00389369,3.01E-04,0.00368943,1.12E-04,0.314997,0.00252253,0.149094,0.0188553,8.24E-08,0.0022681,7.89E-01,6.63E+02
247.47,0.000197231,0.52529,0.00390442,3.02E-04,0.00369908,1.12E-04,0.314804,0.00252289,0.149188,0.0188581,8.23E-08,0.00226581,7.89E-01,6.63E+02
247.652,0.000197175,0.525368,0.00391519,3.03E-04,0.00370876,1.12E-04,0.314611,0.00252325,0.14928,0.018861,8.22E-08,0.0022635,7.89E-01,6.63E+02
247.835,0.00019712,0.525446,0.00392602,3.04E-04,0.00371849,1.13E-04,0.314419,0.0025236,0.149373,0.0188639,8.22E-08,0.00226119,7.88E-01,6.63E+02
248.017,0.000197065,0.525523,0.00393688,3.04E-04,0.00372826,1.13E-04,0.314228,0.00252396,0.149465,0.0188667,8.21E-08,0.00225887,7.88E-01,6.62E+02
248.2,0.00019701,0.525601,0.0039478,3.05E-04,0.00373808,1.13E-04,0.314037,0.00252432,0.149557,0.0188696,8.20E-08,0.00225654,7.88E-01,6.62E+02
248.382,0.000196956,0.525678,0.00395876,3.06E-04,0.00374793,1.14E-04,0.313846,0.00252468,0.149648,0.0188725,8.19E-08,0.0022542,7.88E-01,6.62E+02
248.565,0.000196902,0.525754,0.00396977,3.07E-04,0.00375783,1.14E-04,0.313656,0.00252504,0.149739,0.0188754,8.18E-08,0.00225186,7.88E-01,6.62E+02
248.747,0.000196848,0.525831,0.00398083,3.08E-04,0.00376778,1.14E-04,0.313467,0.0025254,0.149829,0.0188783,8.17E-08,0.0022495,7.87E-01,6.61E+02
248.93,0.000196795,0.525907,0.00399193,3.08E-04,0.00377776,1.14E-04,0.313278,0.00252577,0.14992,0.0188812,8.17E-08,0.00224713,7.87E-01,6.61E+02
249.112,0.000196742,0.525983,0.00400308,3.09E-04,0.0037878,1.15E-04,0.31309,0.00252613,0.150009,0.0188842,8.16E-08,0.00224476,7.87E-01,6.61E+02
249.295,0.000196689,0.526058,0.00401428,3.10E-04,0.00379787,1.15E-04,0.312902,0.0025265,0.150099,0.0188871,8.15E-08,0.00224237,7.87E-01,6.60E+02
249.477,0.000196636,0.526134,0.00402552,3.11E-04,0.00380799,1.15E-04,0.312715,0.00252686,0.150188,0.01889,8.14E-08,0.00223998,7.87E-01,6.60E+02
249.66,0.000196584,0.526209,0.00403681,3.12E-04,0.00381815,1.16E-04,0.312528,0.00252723,0.150277,0.018893,8.13E-08,0.00223758,7.86E-01,6.60E+02
249.842,0.000196532,0.526283,0.00404815,3.13E-04,0.00382836,1.16E-04,0.312342,0.0025276,0.150365,0.0188959,8.12E-08,0.00223517,7.86E-01,6.60E+02
250.025,0.00019648,0.526358,0.00405954,3.14E-04,0.00383861,1.16E-04,0.312157,0.00252796,0.150453,0.0188989,8.12E-08,0.00223274,7.86E-01,6.59E+02
250.207,0.000196428,0.526432,0.00407098,3.14E-04,0.00384891,1.17E-04,0.311972,0.00252833,0.15054,0.0189018,8.11E-08,0.00223031,7.86E-01,6.59E+02
250.39,0.000196377,0.526506,0.00408246,3.15E-04,0.00385925,1.17E-04,0.311787,0.00252871,0.150627,0.0189048,8.10E-08,0.00222787,7.86E-01,6.59E+02
250.572,0.000196326,0.52658,0.00409399,3.16E-04,0.00386964,1.17E-04,0.311603,0.00252908,0.150714,0.0189078,8.09E-08,0.00222542,7.85E-01,6.58E+02
250.755,0.000196275,0.526654,0.00410557,3.17E-04,0.00388007,1.18E-04,0.31142,0.00252945,0.1508,0.0189107,8.08E-08,0.00222296,7.85E-01,6.58E+02
250.937,0.000196225,0.526727,0.0041172,3.18E-04,0.00389055,1.18E-04,0.311237,0.00252982,0.150886,0.0189137,8.08E-08,0.0022205,7.85E-01,6.58E+02
251.12,0.000196175,0.5268,0.00412888,3.19E-04,0.00390107,1.18E-04,0.311055,0.0025302,0.150972,0.0189167,8.07E-08,0.00221802,7.85E-01,6.58E+02
251.302,0.000196125,0.526873,0.00414061,3.20E-04,0.00391164,1.19E-04,0.310873,0.00253057,0.151057,0.0189197,8.06E-08,0.00221553,7.85E-01,6.57E+02
251.485,0.000196075,0.526945,0.00415239,3.21E-04,0.00392226,1.19E-04,0.310692,0.00253095,0.151142,0.0189227,8.05E-08,0.00221304,7.84E-01,6.57E+02
251.667,0.000196026,0.527018,0.00416421,3.21E-04,0.00393291,1.19E-04,0.310511,0.00253133,0.151226,0.0189258,8.04E-08,0.00221053,7.84E-01,6.57E+02
