"t","L","S","E","I_S","I_A","H","R","D","V","J","u_L","u_V"
"125.378","0.00175165","0.370336","0.00134081","0.000121344","0.00169413","4.92E-05","0.386696","0.00174348","0.236273","0.0147093","1.05E-05","0.00262773"
"125.56","0.00174018","0.370605","0.00133373","0.000120679","0.00168453","4.89E-05","0.38636","0.00174363","0.23637","0.0147108","1.05E-05","0.00262453"
"125.742","0.00172878","0.370873","0.0013267","0.000120019","0.00167499","4.86E-05","0.386023","0.00174379","0.236467","0.0147122","1.05E-05","0.00262134"
"125.925","0.00171748","0.371142","0.00131971","0.000119363","0.00166553","4.83E-05","0.385687","0.00174394","0.236563","0.0147137","1.05E-05","0.00261815"
"126.107","0.00170626","0.37141","0.00131278","0.000118713","0.00165613","4.81E-05","0.385351","0.00174409","0.23666","0.0147151","1.05E-05","0.00261498"
"126.29","0.00169512","0.371678","0.00130589","0.000118066","0.00164681","4.78E-05","0.385014","0.00174424","0.236756","0.0147165","1.05E-05","0.0026118"
"126.472","0.00168406","0.371946","0.00129905","0.000117425","0.00163755","4.75E-05","0.384678","0.00174439","0.236852","0.014718","1.05E-05","0.00260864"
"126.655","0.00167309","0.372214","0.00129226","0.000116788","0.00162836","4.73E-05","0.384342","0.00174454","0.236948","0.0147194","1.05E-05","0.00260548"
"126.837","0.00166219","0.372482","0.00128552","0.000116156","0.00161924","4.70E-05","0.384005","0.00174469","0.237044","0.0147208","1.05E-05","0.00260234"
"127.02","0.00165138","0.372749","0.00127882","0.000115528","0.00161018","4.68E-05","0.383669","0.00174484","0.23714","0.0147222","1.05E-05","0.00259919"
"127.202","0.00164065","0.373017","0.00127217","0.000114905","0.00160119","4.65E-05","0.383333","0.00174499","0.237236","0.0147236","1.05E-05","0.00259606"
"127.385","0.00163","0.373284","0.00126557","0.000114286","0.00159227","4.63E-05","0.382997","0.00174514","0.237332","0.014725","1.05E-05","0.00259293"
"127.567","0.00161942","0.373551","0.00125901","0.000113671","0.00158341","4.60E-05","0.382661","0.00174528","0.237428","0.0147263","1.05E-05","0.00258981"
"127.75","0.00160893","0.373818","0.0012525","0.000113061","0.00157461","4.57E-05","0.382325","0.00174543","0.237523","0.0147277","1.05E-05","0.0025867"
"127.932","0.00159851","0.374085","0.00124603","0.000112456","0.00156588","4.55E-05","0.381988","0.00174557","0.237619","0.0147291","1.05E-05","0.00258359"
"128.115","0.00158817","0.374352","0.00123961","0.000111854","0.00155721","4.52E-05","0.381652","0.00174571","0.237714","0.0147304","1.05E-05","0.00258049"
"128.297","0.00157791","0.374619","0.00123323","0.000111257","0.00154861","4.50E-05","0.381316","0.00174586","0.237809","0.0147318","1.05E-05","0.0025774"
"128.48","0.00156773","0.374885","0.0012269","0.000110664","0.00154006","4.48E-05","0.380981","0.001746","0.237905","0.0147331","1.05E-05","0.00257431"
"128.662","0.00155762","0.375151","0.00122061","0.000110075","0.00153158","4.45E-05","0.380645","0.00174614","0.238","0.0147345","1.05E-05","0.00257123"
"128.845","0.00154758","0.375418","0.00121436","0.000109491","0.00152316","4.43E-05","0.380309","0.00174628","0.238095","0.0147358","1.05E-05","0.00256816"
"129.028","0.00153762","0.375684","0.00120816","0.00010891","0.0015148","4.40E-05","0.379973","0.00174642","0.23819","0.0147371","1.05E-05","0.00256509"
"129.21","0.00152773","0.37595","0.001202","0.000108334","0.00150651","4.38E-05","0.379637","0.00174656","0.238285","0.0147385","1.05E-05","0.00256203"
"129.392","0.00151792","0.376215","0.00119588","0.000107761","0.00149827","4.36E-05","0.379302","0.00174669","0.238379","0.0147398","1.05E-05","0.00255898"
"129.575","0.00150818","0.376481","0.00118981","0.000107193","0.00149009","4.33E-05","0.378966","0.00174683","0.238474","0.0147411","1.05E-05","0.00255593"
"129.757","0.00149851","0.376746","0.00118377","0.000106629","0.00148197","4.31E-05","0.378631","0.00174697","0.238569","0.0147424","1.05E-05","0.00255289"
"129.94","0.00148891","0.377012","0.00117778","0.000106068","0.0014739","4.29E-05","0.378295","0.0017471","0.238663","0.0147437","1.05E-05","0.00254986"
"130.123","0.00147938","0.377277","0.00117183","0.000105512","0.0014659","4.26E-05","0.37796","0.00174724","0.238757","0.014745","1.05E-05","0.00254683"
"130.305","0.00146993","0.377542","0.00116592","0.000104959","0.00145795","4.24E-05","0.377624","0.00174737","0.238852","0.0147463","1.05E-05","0.00254381"
"130.487","0.00146054","0.377807","0.00116005","0.000104411","0.00145006","4.22E-05","0.377289","0.00174751","0.238946","0.0147475","1.05E-05","0.0025408"
"130.67","0.00145123","0.378071","0.00115422","0.000103866","0.00144223","4.20E-05","0.376954","0.00174764","0.23904","0.0147488","1.05E-05","0.00253779"
"130.852","0.00144198","0.378336","0.00114843","0.000103325","0.00143445","4.17E-05","0.376619","0.00174777","0.239134","0.0147501","1.05E-05","0.00253479"
"131.035","0.0014328","0.3786","0.00114268","0.000102788","0.00142673","4.15E-05","0.376284","0.0017479","0.239228","0.0147513","1.05E-05","0.00253179"
"131.218","0.00142369","0.378865","0.00113696","0.000102254","0.00141906","4.13E-05","0.375949","0.00174803","0.239322","0.0147526","1.05E-05","0.0025288"
"131.4","0.00141465","0.379129","0.00113129","0.000101724","0.00141145","4.11E-05","0.375614","0.00174816","0.239415","0.0147539","1.05E-05","0.00252581"
"131.582","0.00140567","0.379393","0.00112566","0.000101198","0.00140389","4.09E-05","0.375279","0.00174829","0.239509","0.0147551","1.05E-05","0.00252284"
"131.765","0.00139677","0.379657","0.00112006","0.000100676","0.00139639","4.06E-05","0.374944","0.00174842","0.239603","0.0147563","1.05E-05","0.00251986"
"131.947","0.00138792","0.37992","0.0011145","0.000100157","0.00138893","4.04E-05","0.37461","0.00174855","0.239696","0.0147576","1.05E-05","0.0025169"
"132.13","0.00137914","0.380184","0.00110898","9.96E-05","0.00138154","4.02E-05","0.374275","0.00174868","0.239789","0.0147588","1.05E-05","0.00251394"
"132.312","0.00137043","0.380447","0.0011035","9.91E-05","0.00137419","4.00E-05","0.373941","0.00174881","0.239883","0.01476","1.05E-05","0.00251098"
"132.495","0.00136178","0.38071","0.00109805","9.86E-05","0.0013669","3.98E-05","0.373606","0.00174893","0.239976","0.0147612","1.05E-05","0.00250803"
"132.678","0.0013532","0.380973","0.00109264","9.81E-05","0.00135965","3.96E-05","0.373272","0.00174906","0.240069","0.0147624","1.05E-05","0.00250509"
"132.86","0.00134468","0.381236","0.00108727","9.76E-05","0.00135246","3.94E-05","0.372938","0.00174918","0.240162","0.0147637","1.05E-05","0.00250215"
"133.042","0.00133622","0.381499","0.00108193","9.71E-05","0.00134532","3.92E-05","0.372604","0.00174931","0.240255","0.0147649","1.05E-05","0.00249922"
"133.225","0.00132783","0.381761","0.00107663","9.66E-05","0.00133823","3.90E-05","0.37227","0.00174943","0.240348","0.014766","1.05E-05","0.00249629"
"133.407","0.00131949","0.382024","0.00107137","9.61E-05","0.00133119","3.88E-05","0.371936","0.00174955","0.24044","0.0147672","1.05E-05","0.00249337"
"133.59","0.00131122","0.382286","0.00106614","9.56E-05","0.0013242","3.86E-05","0.371602","0.00174967","0.240533","0.0147684","1.05E-05","0.00249046"
"133.773","0.00130301","0.382548","0.00106094","9.52E-05","0.00131726","3.84E-05","0.371269","0.0017498","0.240626","0.0147696","1.05E-05","0.00248755"
"133.955","0.00129486","0.38281","0.00105578","9.47E-05","0.00131036","3.82E-05","0.370935","0.00174992","0.240718","0.0147708","1.05E-05","0.00248464"
"134.137","0.00128677","0.383072","0.00105066","9.42E-05","0.00130352","3.80E-05","0.370601","0.00175004","0.24081","0.0147719","1.05E-05","0.00248174"
"134.32","0.00127875","0.383333","0.00104557","9.37E-05","0.00129672","3.78E-05","0.370268","0.00175016","0.240903","0.0147731","1.05E-05","0.00247885"
"134.502","0.00127078","0.383595","0.00104051","9.33E-05","0.00128997","3.76E-05","0.369935","0.00175028","0.240995","0.0147743","1.05E-05","0.00247596"
"134.685","0.00126287","0.383856","0.00103549","9.28E-05","0.00128327","3.74E-05","0.369602","0.00175039","0.241087","0.0147754","1.05E-05","0.00247307"
"134.868","0.00125501","0.384117","0.0010305","9.23E-05","0.00127662","3.72E-05","0.369269","0.00175051","0.241179","0.0147766","1.05E-05","0.0024702"
"135.05","0.00124722","0.384378","0.00102554","9.19E-05","0.00127001","3.70E-05","0.368936","0.00175063","0.241271","0.0147777","1.05E-05","0.00246732"
"135.232","0.00123948","0.384639","0.00102062","9.14E-05","0.00126344","3.68E-05","0.368603","0.00175075","0.241362","0.0147788","1.05E-05","0.00246446"
"135.415","0.0012318","0.3849","0.00101573","9.10E-05","0.00125693","3.66E-05","0.36827","0.00175086","0.241454","0.01478","1.05E-05","0.00246159"
"135.597","0.00122418","0.38516","0.00101087","9.05E-05","0.00125046","3.65E-05","0.367937","0.00175098","0.241546","0.0147811","1.05E-05","0.00245873"
"135.78","0.00121661","0.38542","0.00100604","9.01E-05","0.00124403","3.63E-05","0.367605","0.00175109","0.241637","0.0147822","1.05E-05","0.00245588"
"135.963","0.0012091","0.385681","0.00100125","8.96E-05","0.00123765","3.61E-05","0.367273","0.00175121","0.241729","0.0147833","1.05E-05","0.00245303"
"136.145","0.00120165","0.385941","0.000996487","8.92E-05","0.00123131","3.59E-05","0.36694","0.00175132","0.24182","0.0147844","1.05E-05","0.00245019"
"136.327","0.00119425","0.3862","0.000991756","8.87E-05","0.00122501","3.57E-05","0.366608","0.00175143","0.241911","0.0147856","1.05E-05","0.00244735"
"136.51","0.00118691","0.38646","0.000987056","8.83E-05","0.00121876","3.55E-05","0.366276","0.00175155","0.242002","0.0147867","1.05E-05","0.00244452"
"136.692","0.00117962","0.38672","0.000982388","8.79E-05","0.00121256","3.54E-05","0.365944","0.00175166","0.242093","0.0147878","1.05E-05","0.00244169"
"136.875","0.00117238","0.386979","0.00097775","8.74E-05","0.00120639","3.52E-05","0.365613","0.00175177","0.242184","0.0147889","1.05E-05","0.00243887"
"137.058","0.0011652","0.387238","0.000973143","8.70E-05","0.00120027","3.50E-05","0.365281","0.00175188","0.242275","0.0147899","1.05E-05","0.00243605"
"137.24","0.00115807","0.387497","0.000968566","8.66E-05","0.00119419","3.48E-05","0.36495","0.00175199","0.242366","0.014791","1.05E-05","0.00243323"
"137.423","0.00115099","0.387756","0.000964019","8.61E-05","0.00118815","3.47E-05","0.364618","0.0017521","0.242457","0.0147921","1.05E-05","0.00243043"
"137.605","0.00114396","0.388015","0.000959502","8.57E-05","0.00118215","3.45E-05","0.364287","0.00175221","0.242547","0.0147932","1.05E-05","0.00242762"
"137.787","0.00113699","0.388273","0.000955014","8.53E-05","0.0011762","3.43E-05","0.363956","0.00175232","0.242638","0.0147942","1.05E-05","0.00242482"
"137.97","0.00113007","0.388532","0.000950556","8.49E-05","0.00117028","3.42E-05","0.363625","0.00175243","0.242728","0.0147953","1.05E-05","0.00242202"
"138.153","0.0011232","0.38879","0.000946127","8.45E-05","0.00116441","3.40E-05","0.363294","0.00175253","0.242819","0.0147964","1.05E-05","0.00241923"
"138.335","0.00111638","0.389048","0.000941727","8.41E-05","0.00115858","3.38E-05","0.362963","0.00175264","0.242909","0.0147974","1.05E-05","0.00241645"
"138.518","0.00110961","0.389306","0.000937356","8.37E-05","0.00115278","3.36E-05","0.362633","0.00175275","0.242999","0.0147985","1.05E-05","0.00241366"
"138.7","0.00110289","0.389563","0.000933013","8.33E-05","0.00114703","3.35E-05","0.362302","0.00175285","0.243089","0.0147995","1.05E-05","0.00241089"
"138.882","0.00109622","0.389821","0.000928699","8.29E-05","0.00114131","3.33E-05","0.361972","0.00175296","0.243179","0.0148006","1.05E-05","0.00240811"
"139.065","0.0010896","0.390078","0.000924413","8.25E-05","0.00113563","3.32E-05","0.361642","0.00175306","0.243269","0.0148016","1.05E-05","0.00240535"
"139.248","0.00108303","0.390335","0.000920154","8.21E-05","0.00113","3.30E-05","0.361312","0.00175317","0.243358","0.0148026","1.05E-05","0.00240258"
"139.43","0.0010765","0.390592","0.000915923","8.17E-05","0.0011244","3.28E-05","0.360982","0.00175327","0.243448","0.0148037","1.05E-05","0.00239982"
"139.613","0.00107003","0.390849","0.00091172","8.13E-05","0.00111884","3.27E-05","0.360652","0.00175338","0.243538","0.0148047","1.05E-05","0.00239706"
"139.795","0.0010636","0.391106","0.000907544","8.09E-05","0.00111331","3.25E-05","0.360323","0.00175348","0.243627","0.0148057","1.05E-05","0.00239431"
"139.977","0.00105722","0.391362","0.000903395","8.05E-05","0.00110783","3.24E-05","0.359993","0.00175358","0.243716","0.0148067","1.05E-05","0.00239156"
"140.16","0.00105089","0.391619","0.000899273","8.01E-05","0.00110238","3.22E-05","0.359664","0.00175368","0.243806","0.0148077","1.05E-05","0.00238882"
"140.343","0.0010446","0.391875","0.000895177","7.98E-05","0.00109697","3.20E-05","0.359335","0.00175379","0.243895","0.0148088","1.05E-05","0.00238608"
"140.525","0.00103836","0.392131","0.000891108","7.94E-05","0.00109159","3.19E-05","0.359006","0.00175389","0.243984","0.0148098","1.05E-05","0.00238335"
"140.708","0.00103217","0.392387","0.000887065","7.90E-05","0.00108625","3.17E-05","0.358677","0.00175399","0.244073","0.0148108","1.05E-05","0.00238062"
"140.89","0.00102602","0.392642","0.000883048","7.86E-05","0.00108095","3.16E-05","0.358349","0.00175409","0.244162","0.0148118","1.05E-05","0.00237789"
"141.072","0.00101992","0.392898","0.000879057","7.83E-05","0.00107568","3.14E-05","0.35802","0.00175419","0.244251","0.0148127","1.05E-05","0.00237517"
"141.255","0.00101386","0.393153","0.000875092","7.79E-05","0.00107045","3.13E-05","0.357692","0.00175429","0.244339","0.0148137","1.05E-05","0.00237245"
"141.438","0.00100785","0.393408","0.000871152","7.75E-05","0.00106525","3.11E-05","0.357364","0.00175438","0.244428","0.0148147","1.05E-05","0.00236973"
"141.62","0.00100188","0.393663","0.000867237","7.72E-05","0.00106009","3.10E-05","0.357036","0.00175448","0.244517","0.0148157","1.05E-05","0.00236702"
"141.803","0.000995953","0.393918","0.000863348","7.68E-05","0.00105496","3.08E-05","0.356708","0.00175458","0.244605","0.0148167","1.05E-05","0.00236431"
"141.985","0.000990072","0.394173","0.000859483","7.65E-05","0.00104987","3.07E-05","0.35638","0.00175468","0.244693","0.0148176","1.05E-05","0.00236161"
"142.168","0.000984235","0.394427","0.000855643","7.61E-05","0.00104481","3.05E-05","0.356052","0.00175477","0.244782","0.0148186","1.05E-05","0.00235891"
"142.35","0.00097844","0.394682","0.000851828","7.57E-05","0.00103978","3.04E-05","0.355725","0.00175487","0.24487","0.0148196","1.05E-05","0.00235621"
"142.532","0.000972689","0.394936","0.000848036","7.54E-05","0.00103479","3.03E-05","0.355398","0.00175497","0.244958","0.0148205","1.05E-05","0.00235352"
"142.715","0.00096698","0.39519","0.00084427","7.50E-05","0.00102983","3.01E-05","0.355071","0.00175506","0.245046","0.0148215","1.05E-05","0.00235083"
"142.898","0.000961312","0.395443","0.000840527","7.47E-05","0.00102491","3.00E-05","0.354744","0.00175516","0.245134","0.0148224","1.05E-05","0.00234815"
"143.08","0.000955687","0.395697","0.000836808","7.44E-05","0.00102001","2.98E-05","0.354417","0.00175525","0.245222","0.0148234","1.05E-05","0.00234547"
"143.263","0.000950103","0.39595","0.000833112","7.40E-05","0.00101515","2.97E-05","0.35409","0.00175535","0.245309","0.0148243","1.05E-05","0.00234279"
"143.445","0.00094456","0.396204","0.00082944","7.37E-05","0.00101033","2.95E-05","0.353764","0.00175544","0.245397","0.0148253","1.05E-05","0.00234012"
"143.627","0.000939058","0.396457","0.000825792","7.33E-05","0.00100553","2.94E-05","0.353438","0.00175553","0.245484","0.0148262","1.05E-05","0.00233745"
"143.81","0.000933597","0.39671","0.000822166","7.30E-05","0.00100077","2.93E-05","0.353112","0.00175562","0.245572","0.0148271","1.05E-05","0.00233478"
"143.993","0.000928176","0.396962","0.000818563","7.27E-05","0.000996034","2.91E-05","0.352786","0.00175572","0.245659","0.0148281","1.05E-05","0.00233212"
"144.175","0.000922795","0.397215","0.000814983","7.23E-05","0.000991333","2.90E-05","0.35246","0.00175581","0.245746","0.014829","1.05E-05","0.00232946"
"144.358","0.000917453","0.397467","0.000811426","7.20E-05","0.000986663","2.89E-05","0.352134","0.0017559","0.245833","0.0148299","1.05E-05","0.0023268"
"144.54","0.000912151","0.39772","0.000807891","7.17E-05","0.000982023","2.87E-05","0.351809","0.00175599","0.24592","0.0148308","1.05E-05","0.00232415"
"144.722","0.000906888","0.397972","0.000804379","7.14E-05","0.000977415","2.86E-05","0.351484","0.00175608","0.246007","0.0148317","1.05E-05","0.0023215"
"144.905","0.000901664","0.398224","0.000800889","7.10E-05","0.000972836","2.85E-05","0.351159","0.00175617","0.246094","0.0148327","1.05E-05","0.00231886"
"145.088","0.000896478","0.398475","0.00079742","7.07E-05","0.000968288","2.83E-05","0.350834","0.00175626","0.246181","0.0148336","1.05E-05","0.00231621"
