Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.647137,0.251116,0.101746,0.50995,0.49005
0.660039,0.248572,0.091389,0.518903,0.481097
0.65588,0.24996,0.0941603,0.526965,0.473035
0.665912,0.247857,0.0862313,0.534219,0.465781
0.643045,0.253991,0.102964,0.540751,0.459249
0.615918,0.260371,0.123711,0.54662,0.45338
0.614187,0.260814,0.124999,0.551891,0.448109
0.611564,0.261401,0.127035,0.556633,0.443367
0.624695,0.25884,0.116465,0.560899,0.439101
0.593302,0.265474,0.141223,0.564744,0.435256
0.570673,0.269553,0.159774,0.568189,0.431811
0.651045,0.255897,0.0930573,0.57128,0.42872
0.606806,0.266853,0.126341,0.574099,0.425901
0.63448,0.261149,0.104371,0.576616,0.423384
0.66025,0.255149,0.0846009,0.578894,0.421106
0.667783,0.253118,0.0790992,0.580956,0.419044
0.672777,0.251701,0.0755224,0.582814,0.417186
0.679023,0.249882,0.0710949,0.584489,0.415511
0.750981,0.228553,0.0204652,0.585999,0.414001
0.752351,0.227302,0.0203474,0.587387,0.412613
0.720618,0.244984,0.0343975,0.588636,0.411364
0.743627,0.234052,0.0223213,0.589752,0.410248
0.742006,0.234461,0.0235336,0.590764,0.409236
0.74463,0.232568,0.0228026,0.591674,0.408326
0.742835,0.233087,0.0240776,0.592493,0.407507
0.724768,0.242339,0.0328936,0.593229,0.406771
0.736439,0.23651,0.0270506,0.593887,0.406113
0.734768,0.236951,0.0282808,0.594482,0.405518
0.719695,0.2441,0.0362045,0.595017,0.404983
0.706374,0.249709,0.0439169,0.595494,0.404506
0.682677,0.258995,0.0583284,0.595918,0.404082
0.683997,0.258248,0.0577551,0.596292,0.403708
0.701924,0.251718,0.0463573,0.596628,0.403372
0.709997,0.248236,0.0417671,0.596938,0.403062
0.700576,0.251832,0.0475917,0.597219,0.402781
0.717066,0.245148,0.0377862,0.597469,0.402531
0.721593,0.242836,0.0355708,0.597699,0.402301
0.731402,0.238088,0.0305095,0.597908,0.402092
0.719026,0.243688,0.0372855,0.598099,0.401901
0.726143,0.240241,0.0336155,0.598267,0.401733
0.718785,0.243288,0.0379264,0.59842,0.40158
0.725163,0.240209,0.0346288,0.598555,0.401445
0.726525,0.239266,0.0342098,0.598679,0.401321
0.725103,0.239592,0.0353052,0.598791,0.401209
0.721515,0.240892,0.0375937,0.59889,0.40111
0.734517,0.234965,0.0305182,0.598979,0.401021
0.724559,0.239401,0.0360401,0.599063,0.400937
0.700223,0.249877,0.0498995,0.599135,0.400865
0.6569,0.265843,0.0772572,0.599191,0.400809
0.704078,0.2518,0.0441222,0.599226,0.400774
0.675589,0.263009,0.0614013,0.599277,0.400723
0.699561,0.254557,0.045882,0.599312,0.400688
0.703254,0.252726,0.0440196,0.599354,0.400646
0.684446,0.260024,0.0555303,0.599392,0.400608
0.709967,0.250527,0.039506,0.599419,0.400581
0.698904,0.25491,0.0461861,0.599454,0.400546
0.71032,0.250012,0.0396679,0.599481,0.400519
0.698715,0.25462,0.0466649,0.599509,0.400491
0.674792,0.263712,0.0614961,0.59953,0.40047
0.669468,0.265171,0.0653608,0.59954,0.40046
0.668851,0.265032,0.0661169,0.599547,0.400453
0.681839,0.26049,0.0576708,0.599553,0.400447
0.678917,0.261185,0.0598978,0.599563,0.400437
0.650011,0.270766,0.079223,0.599571,0.400429
0.649089,0.270681,0.0802295,0.599566,0.400434
0.642999,0.272084,0.0849171,0.599561,0.400439
0.616958,0.278943,0.104099,0.599554,0.400446
0.632164,0.274847,0.0929886,0.599536,0.400464
0.648548,0.270201,0.0812508,0.599527,0.400473
0.634934,0.273735,0.0913312,0.599526,0.400474
0.659292,0.266952,0.0737561,0.599518,0.400482
0.62168,0.277986,0.100333,0.599522,0.400478
0.597059,0.283713,0.119228,0.59951,0.40049
0.609499,0.280498,0.110003,0.599487,0.400513
0.650583,0.270479,0.0789379,0.599473,0.400527
0.653543,0.26927,0.0771867,0.599478,0.400522
0.687835,0.25884,0.053325,0.599484,0.400516
0.68451,0.259719,0.0557717,0.599504,0.400496
0.692438,0.25655,0.051012,0.59952,0.40048
0.690881,0.256801,0.0523172,0.599537,0.400463
0.680371,0.260363,0.0592659,0.599552,0.400448
0.693511,0.255522,0.0509669,0.599561,0.400439
0.68507,0.258365,0.0565658,0.599575,0.400425
0.715013,0.24748,0.037507,0.599583,0.400417
0.705099,0.251474,0.0434267,0.599603,0.400397
0.704967,0.25118,0.0438535,0.599616,0.400384
0.711061,0.248364,0.0405755,0.599628,0.400372
0.702379,0.251687,0.0459343,0.599641,0.400359
0.684745,0.258343,0.056912,0.59965,0.40035
0.657861,0.267491,0.0746488,0.59965,0.40035
0.665263,0.264944,0.0697931,0.599641,0.400359
0.671699,0.26262,0.0656813,0.599635,0.400365
