Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.642329,0.252223,0.105448,0.50995,0.49005
0.651136,0.250648,0.0982156,0.518901,0.481099
0.694491,0.240866,0.0646429,0.52696,0.47304
0.69716,0.240364,0.0624763,0.53423,0.46577
0.669044,0.249497,0.0814596,0.540774,0.459226
0.684468,0.24558,0.0699514,0.546652,0.453348
0.692744,0.243326,0.0639305,0.551949,0.448051
0.697541,0.241987,0.0604721,0.556719,0.443281
0.676289,0.248996,0.0747157,0.561013,0.438987
0.644796,0.258065,0.0971386,0.56487,0.43513
0.65054,0.256703,0.0927575,0.568328,0.431672
0.633889,0.260856,0.105254,0.571442,0.428558
0.699204,0.245893,0.0549033,0.574238,0.425762
0.7243,0.237096,0.0386033,0.576783,0.423217
0.735846,0.232078,0.0320764,0.579082,0.420918
0.737735,0.231012,0.0312521,0.581155,0.418845
0.75062,0.224768,0.0246112,0.583022,0.416978
0.759558,0.21982,0.0206218,0.584705,0.415295
0.755105,0.221968,0.0229266,0.586223,0.413777
0.750615,0.22407,0.0253153,0.587587,0.412413
0.764653,0.216581,0.0187655,0.588813,0.411187
0.751192,0.224002,0.0248061,0.589921,0.410079
0.735472,0.231868,0.0326596,0.590914,0.409086
0.749514,0.225201,0.0252852,0.591804,0.408196
0.747755,0.225805,0.0264403,0.592608,0.407392
0.75416,0.222285,0.0235552,0.593332,0.406668
0.738293,0.230378,0.0313298,0.593985,0.406015
0.748441,0.22539,0.0261691,0.594567,0.405433
0.750953,0.223823,0.0252242,0.595095,0.404905
0.742745,0.227749,0.0295063,0.595571,0.404429
0.750695,0.223684,0.0256212,0.595996,0.404004
0.735343,0.231234,0.0334238,0.596381,0.403619
0.749881,0.224432,0.0256867,0.596723,0.403277
0.750302,0.223917,0.0257814,0.597035,0.402965
0.728672,0.234641,0.0366871,0.597317,0.402683
0.714933,0.240379,0.0446878,0.597563,0.402437
0.721796,0.237513,0.0406908,0.59778,0.40222
0.724897,0.236045,0.0390585,0.597978,0.402022
0.732437,0.232683,0.0348795,0.598157,0.401843
0.724886,0.235812,0.0393024,0.59832,0.40168
0.734598,0.231562,0.0338403,0.598464,0.401536
0.700556,0.246651,0.0527929,0.598598,0.401402
0.689512,0.250424,0.0600643,0.598706,0.401294
0.693365,0.248964,0.0576716,0.5988,0.4012
0.697396,0.247415,0.0551892,0.598885,0.401115
0.690138,0.249771,0.0600911,0.598964,0.401036
