Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.676296,0.244408,0.079296,0.50995,0.49005
0.663315,0.248334,0.0883506,0.518915,0.481085
0.668317,0.247439,0.0842442,0.526977,0.473023
0.638256,0.255573,0.106171,0.534235,0.465765
0.60876,0.26238,0.12886,0.540755,0.459245
0.677638,0.248994,0.073369,0.54661,0.45339
0.668658,0.251747,0.0795948,0.551909,0.448091
0.693948,0.244935,0.0611176,0.556674,0.443326
0.684679,0.248034,0.0672872,0.560972,0.439028
0.641471,0.261323,0.0972057,0.564837,0.435163
0.621829,0.266078,0.112093,0.568299,0.431701
0.669937,0.255359,0.074704,0.571405,0.428595
0.634663,0.265554,0.099783,0.574222,0.425778
0.699825,0.24971,0.0504647,0.576743,0.423257
0.712105,0.244997,0.0428984,0.579039,0.420961
0.7151,0.243598,0.0413023,0.58111,0.41889
0.705698,0.247289,0.0470131,0.582975,0.417025
0.718696,0.24209,0.0392135,0.58465,0.41535
0.70694,0.246861,0.0461988,0.586162,0.413838
0.695789,0.251009,0.0532027,0.587519,0.412481
0.658271,0.264348,0.0773811,0.588736,0.411264
0.615788,0.276439,0.107773,0.589817,0.410183
0.588562,0.282501,0.128937,0.590772,0.409228
0.524127,0.295466,0.180407,0.591618,0.408382
0.532924,0.293382,0.173694,0.59235,0.40765
0.536174,0.292229,0.171598,0.593012,0.406988
0.574704,0.28512,0.140176,0.593609,0.406391
0.58391,0.282858,0.133232,0.594165,0.405835
0.567123,0.285826,0.147052,0.594669,0.405331
0.573499,0.284141,0.14236,0.595115,0.404885
0.559294,0.286419,0.154287,0.595519,0.404481
0.545825,0.288361,0.165813,0.595875,0.404125
0.514599,0.293188,0.192212,0.596189,0.403811
0.528009,0.290461,0.18153,0.596455,0.403545
0.497281,0.29479,0.207929,0.596701,0.403299
0.509963,0.292234,0.197803,0.596907,0.403093
0.498855,0.293238,0.207907,0.597098,0.402902
0.54502,0.285878,0.169102,0.597264,0.402736
0.574243,0.280438,0.145319,0.597437,0.402563
0.574057,0.280048,0.145895,0.597606,0.402394
0.565122,0.281293,0.153585,0.597759,0.402241
0.507035,0.291277,0.201688,0.597891,0.402109
0.555613,0.283461,0.160926,0.597981,0.402019
0.603496,0.274647,0.121857,0.598087,0.401913
0.577212,0.279885,0.142902,0.598205,0.401795
0.553063,0.284046,0.162891,0.598299,0.401701
0.524599,0.288457,0.186944,0.598372,0.401628
0.536402,0.28602,0.177578,0.598423,0.401577
0.552825,0.282819,0.164356,0.598474,0.401526
0.570514,0.279315,0.150171,0.598529,0.401471
0.575357,0.278012,0.146631,0.598586,0.401414
0.580125,0.276729,0.143146,0.598639,0.401361
0.562415,0.279671,0.157914,0.59869,0.40131
0.567134,0.278409,0.154457,0.598726,0.401274
0.606343,0.271042,0.122616,0.598761,0.401239
0.591847,0.273774,0.134379,0.598812,0.401188
0.567522,0.278199,0.154278,0.59885,0.40115
0.606794,0.270821,0.122385,0.598873,0.401127
0.556215,0.281106,0.16268,0.598912,0.401088
0.515084,0.287682,0.197234,0.598923,0.401077
0.520343,0.286287,0.19337,0.598913,0.401087
0.511087,0.287091,0.201823,0.598906,0.401094
0.552724,0.280423,0.166853,0.598894,0.401106
0.576879,0.27592,0.147201,0.598905,0.401095
0.608703,0.269718,0.121579,0.598926,0.401074
0.56294,0.279028,0.158032,0.598961,0.401039
0.553711,0.280205,0.166084,0.59897,0.40103
0.608084,0.270621,0.121295,0.598974,0.401026
0.605461,0.270881,0.123658,0.599004,0.400996
0.619993,0.267569,0.112438,0.599029,0.400971
0.645435,0.261681,0.0928842,0.599059,0.400941
0.593135,0.274656,0.132209,0.599097,0.400903
0.594031,0.274129,0.13184,0.599108,0.400892
0.626954,0.267234,0.105812,0.599119,0.400881
0.566391,0.281022,0.152587,0.599143,0.400857
0.553633,0.282874,0.163493,0.599138,0.400862
0.528609,0.286673,0.184718,0.599126,0.400874
0.496661,0.291097,0.212242,0.599103,0.400897
0.484802,0.292074,0.223123,0.599065,0.400935
0.461292,0.294523,0.244185,0.599025,0.400975
0.562266,0.280981,0.156753,0.598976,0.401024
0.592411,0.275208,0.132381,0.598985,0.401015
0.585875,0.276154,0.137971,0.599007,0.400993
0.60088,0.272886,0.126234,0.599024,0.400976
0.634015,0.265759,0.100226,0.599046,0.400954
0.587121,0.276804,0.136075,0.599081,0.400919
0.575926,0.278615,0.145459,0.599091,0.400909
0.591228,0.275354,0.133418,0.599095,0.400905
0.556007,0.281965,0.162028,0.599106,0.400894
0.546541,0.283119,0.170339,0.599098,0.400902
0.563508,0.279804,0.156688,0.599086,0.400914
0.583055,0.275926,0.141019,0.599084,0.400916
0.599553,0.272427,0.12802,0.599091,0.400909
0.569886,0.278125,0.151989,0.599105,0.400895
0.527867,0.285253,0.186879,0.599104,0.400896
0.531297,0.284162,0.184541,0.599081,0.400919
0.555368,0.279877,0.164755,0.599063,0.400937
0.447221,0.297676,0.255103,0.599058,0.400942
0.426128,0.299369,0.274504,0.598999,0.401001
0.436081,0.297254,0.266665,0.598935,0.401065
0.435542,0.296401,0.268058,0.598881,0.401119
0.367963,0.303379,0.328658,0.598833,0.401167
0.369939,0.301996,0.328065,0.598753,0.401247
0.398838,0.297964,0.303198,0.598681,0.401319
0.43219,0.293421,0.274389,0.598631,0.401369
0.33149,0.303942,0.364568,0.598604,0.401396
0.421716,0.294453,0.283831,0.598525,0.401475
0.417083,0.294031,0.288886,0.598503,0.401497
0.418564,0.292928,0.288508,0.59848,0.40152
0.377305,0.296464,0.326231,0.598459,0.401541
