Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.645703,0.251446,0.10285,0.50995,0.49005
0.658827,0.24887,0.0923028,0.518903,0.481097
0.607871,0.261654,0.130475,0.526964,0.473036
0.598823,0.263575,0.137603,0.534199,0.465801
0.618966,0.259926,0.121108,0.540706,0.459294
0.639613,0.255842,0.104545,0.54657,0.45343
0.654269,0.252676,0.0930547,0.551856,0.448144
0.643263,0.255523,0.101213,0.556619,0.443381
0.648025,0.254521,0.0974537,0.5609,0.4391
0.662393,0.251192,0.0864145,0.564756,0.435244
0.651365,0.254127,0.0945078,0.568231,0.431769
0.674877,0.248462,0.076661,0.571355,0.428645
0.653395,0.254524,0.0920811,0.574175,0.425825
0.679209,0.248127,0.0726633,0.576705,0.423295
0.685699,0.246272,0.0680292,0.578993,0.421007
0.715815,0.237193,0.0469917,0.581054,0.418946
0.714179,0.23777,0.048051,0.582921,0.417079
0.730895,0.231515,0.0375902,0.584601,0.415399
0.733778,0.230187,0.0360344,0.586119,0.413881
0.740628,0.227102,0.0322692,0.587486,0.412514
0.732019,0.230883,0.037098,0.588718,0.411282
0.723119,0.234558,0.0423233,0.589825,0.410175
0.695419,0.245496,0.0590848,0.590817,0.409183
0.694531,0.245706,0.0597627,0.591701,0.408299
0.686584,0.248238,0.0651778,0.592495,0.407505
0.690419,0.246949,0.0626319,0.593207,0.406793
0.687059,0.247935,0.0650067,0.593849,0.406151
0.708979,0.240978,0.0500425,0.594426,0.405574
0.723123,0.235694,0.0411821,0.594953,0.405047
0.735111,0.230673,0.0342156,0.595434,0.404566
0.725803,0.234631,0.0395658,0.59587,0.40413
0.702316,0.24421,0.0534749,0.596259,0.403741
0.73401,0.232882,0.0331083,0.596601,0.403399
0.729566,0.234662,0.0357717,0.596922,0.403078
0.742846,0.228599,0.0285557,0.597208,0.402792
0.740896,0.229264,0.0298405,0.59747,0.40253
0.737087,0.230817,0.032096,0.597705,0.402295
0.723292,0.236948,0.0397606,0.597916,0.402084
0.723963,0.236468,0.0395689,0.5981,0.4019
0.720191,0.237842,0.0419667,0.598267,0.401733
0.719299,0.238018,0.0426824,0.598415,0.401585
0.690789,0.249243,0.0599677,0.598548,0.401452
0.748733,0.229849,0.0214179,0.598657,0.401343
0.773918,0.215201,0.010881,0.598779,0.401221
0.770762,0.216672,0.0125665,0.598894,0.401106
0.768723,0.217367,0.0139098,0.598997,0.401003
0.757134,0.224293,0.0185731,0.599089,0.400911
0.76318,0.220201,0.0166194,0.599169,0.400831
