Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.66797,0.246324,0.085706,0.50995,0.49005
0.608545,0.261945,0.12951,0.518911,0.481089
0.625669,0.258819,0.115512,0.526953,0.473047
0.633058,0.257472,0.10947,0.534197,0.465803
0.634843,0.257274,0.107883,0.540719,0.459281
0.627893,0.258978,0.113129,0.546588,0.453412
0.604249,0.264172,0.131579,0.551868,0.448132
0.58297,0.268305,0.148725,0.556608,0.443392
0.56961,0.270594,0.159796,0.560865,0.439135
0.546138,0.274398,0.179464,0.564689,0.435311
0.56367,0.271437,0.164893,0.568118,0.431882
0.563224,0.271309,0.165467,0.571213,0.428787
0.551823,0.272962,0.175215,0.573997,0.426003
0.570282,0.269796,0.159922,0.576497,0.423503
0.515817,0.278724,0.205459,0.578755,0.421245
0.550765,0.273416,0.175818,0.580761,0.419239
0.528796,0.276553,0.194651,0.582582,0.417418
0.499515,0.280408,0.220077,0.584211,0.415789
0.541211,0.274383,0.184406,0.585661,0.414339
0.598712,0.265342,0.135946,0.586987,0.413013
0.592324,0.266376,0.141301,0.588208,0.411792
0.617884,0.261477,0.120639,0.589305,0.410695
0.651646,0.254402,0.0939519,0.590303,0.409697
0.64272,0.256524,0.100756,0.591217,0.408783
0.637819,0.257585,0.104596,0.592036,0.407964
0.646501,0.255514,0.0979849,0.59277,0.40723
0.630217,0.259302,0.110481,0.593435,0.406565
0.646016,0.255719,0.0982645,0.594026,0.405974
0.620506,0.261682,0.117812,0.594565,0.405435
0.602025,0.265402,0.132572,0.595039,0.404961
0.571409,0.271102,0.157489,0.595456,0.404544
0.491882,0.284358,0.22376,0.595817,0.404183
0.46683,0.287037,0.246133,0.596102,0.403898
0.455215,0.287738,0.257047,0.596345,0.403655
0.473318,0.284841,0.241841,0.596557,0.403443
0.50194,0.280627,0.217433,0.596757,0.403243
0.486274,0.282156,0.23157,0.596952,0.403048
0.517721,0.277536,0.204743,0.597118,0.402882
0.549987,0.27254,0.177472,0.597284,0.402716
0.564954,0.269844,0.165203,0.59745,0.40255
0.561238,0.270131,0.168631,0.597606,0.402394
0.60981,0.261995,0.128194,0.597745,0.402255
0.639528,0.255982,0.104489,0.597894,0.402106
0.602747,0.264208,0.133045,0.598042,0.401958
0.621195,0.260458,0.118347,0.598158,0.401842
0.647682,0.254783,0.0975349,0.598271,0.401729
0.651031,0.253887,0.095082,0.598386,0.401614
0.678981,0.247034,0.0739857,0.59849,0.40151
0.67665,0.247639,0.0757112,0.598597,0.401403
0.653309,0.254137,0.0925531,0.598692,0.401308
0.670681,0.249745,0.0795748,0.598767,0.401233
0.608518,0.266626,0.124857,0.598843,0.401157
0.604751,0.26715,0.128099,0.598884,0.401116
0.660285,0.255819,0.0838958,0.598919,0.401081
0.661647,0.255313,0.0830407,0.598977,0.401023
0.693981,0.246485,0.0595346,0.599029,0.400971
0.697446,0.245205,0.0573489,0.599091,0.400909
0.701209,0.243801,0.0549895,0.599147,0.400853
0.697224,0.24505,0.0577259,0.5992,0.4008
0.684926,0.249062,0.0660118,0.599245,0.400755
0.683836,0.249274,0.0668903,0.599281,0.400719
0.713385,0.240042,0.0465724,0.599313,0.400687
0.678163,0.253307,0.0685302,0.599354,0.400646
0.656416,0.2598,0.0837833,0.599377,0.400623
0.670142,0.255892,0.0739659,0.599389,0.400611
0.701366,0.246579,0.0520552,0.599406,0.400594
0.709132,0.243578,0.0472907,0.599434,0.400566
0.681572,0.253877,0.0645503,0.599462,0.400538
0.669786,0.257447,0.0727667,0.599477,0.400523
0.641124,0.26576,0.0931154,0.599486,0.400514
0.619627,0.270975,0.109398,0.599482,0.400518
0.646227,0.264598,0.0891758,0.599468,0.400532
0.645755,0.264475,0.0897694,0.599468,0.400532
0.580686,0.281178,0.138136,0.599467,0.400533
0.531672,0.290332,0.177996,0.599438,0.400562
0.515621,0.292342,0.192038,0.599387,0.400613
0.477506,0.297546,0.224947,0.599333,0.400667
0.460398,0.299076,0.240526,0.599265,0.400735
0.465729,0.29752,0.236751,0.599195,0.400805
0.443619,0.299571,0.25681,0.599133,0.400867
0.434502,0.299769,0.265729,0.599066,0.400934
0.437138,0.29851,0.264352,0.599,0.401
0.498056,0.29034,0.211604,0.598942,0.401058
0.457303,0.295401,0.247297,0.598921,0.401079
0.504028,0.288725,0.207247,0.598881,0.401119
0.502173,0.28834,0.209487,0.598869,0.401131
0.536085,0.282898,0.181017,0.598856,0.401144
0.443223,0.296994,0.259783,0.598862,0.401138
0.401752,0.301086,0.297162,0.59882,0.40118
0.322786,0.308559,0.368655,0.59876,0.40124
0.211994,0.317251,0.470755,0.598664,0.401336
0.239389,0.313358,0.447252,0.598515,0.401485
0.229479,0.312406,0.458115,0.598396,0.401604
0.234118,0.310311,0.455571,0.598282,0.401718
0.229584,0.308942,0.461473,0.598182,0.401818
0.19543,0.309758,0.494813,0.598087,0.401913
0.233707,0.305247,0.461046,0.597983,0.402017
0.185757,0.307095,0.507148,0.597909,0.402091
0.200335,0.304253,0.495412,0.597815,0.402185
0.218581,0.301224,0.480195,0.597737,0.402263
0.278664,0.295346,0.42599,0.597676,0.402324
0.289879,0.293067,0.417053,0.597654,0.402346
0.261956,0.293871,0.444173,0.597639,0.402361
0.278543,0.291188,0.430269,0.59761,0.40239
0.32501,0.286327,0.388663,0.597592,0.402408
0.363379,0.282045,0.354576,0.5976,0.4024
0.318535,0.284931,0.396534,0.597628,0.402372
0.327505,0.283034,0.389461,0.597629,0.402371
0.38153,0.277577,0.340893,0.597633,0.402367
0.379579,0.276844,0.343576,0.597666,0.402334
0.473844,0.267658,0.258498,0.597694,0.402306
0.533203,0.2606,0.206197,0.59777,0.40223
0.521552,0.261838,0.21661,0.59787,0.40213
0.587325,0.253203,0.159473,0.597953,0.402047
0.6355,0.245417,0.119083,0.598063,0.401937
0.649984,0.24259,0.107426,0.598185,0.401815
0.66174,0.24016,0.0980994,0.598302,0.401698
0.604468,0.253216,0.142315,0.598413,0.401587
0.636328,0.247548,0.116124,0.598487,0.401513
0.618804,0.251112,0.130084,0.598569,0.401431
0.604649,0.253721,0.14163,0.598634,0.401366
0.587426,0.256671,0.155904,0.598686,0.401314
0.615228,0.251955,0.132817,0.598724,0.401276
0.625422,0.250013,0.124565,0.598772,0.401228
0.574353,0.259865,0.165782,0.59882,0.40118
0.63824,0.249583,0.112176,0.598839,0.401161
0.618428,0.253722,0.12785,0.598888,0.401112
0.585355,0.259984,0.154661,0.598923,0.401077
0.568289,0.262654,0.169057,0.598938,0.401062
0.579212,0.260701,0.160087,0.598943,0.401057
0.58858,0.258972,0.152449,0.598952,0.401048
0.579208,0.260383,0.160409,0.598966,0.401034
0.478294,0.276581,0.245125,0.598973,0.401027
0.491993,0.274355,0.233653,0.598929,0.401071
0.463669,0.277301,0.25903,0.598896,0.401104
0.516093,0.270707,0.2132,0.598851,0.401149
0.528998,0.268567,0.202435,0.598839,0.401161
0.530163,0.268021,0.201816,0.598834,0.401166
0.525084,0.268338,0.206577,0.598829,0.401171
0.513135,0.26955,0.217314,0.598823,0.401177
0.515223,0.268845,0.215932,0.59881,0.40119
0.489699,0.271728,0.238573,0.5988,0.4012
0.493414,0.270764,0.235822,0.598777,0.401223
0.503247,0.269078,0.227675,0.598758,0.401242
0.488566,0.270439,0.240995,0.598746,0.401254
0.562141,0.261228,0.176632,0.598727,0.401273
0.55257,0.262428,0.185002,0.598749,0.401251
0.562407,0.260732,0.176861,0.598763,0.401237
0.562669,0.26046,0.17687,0.598781,0.401219
0.595639,0.255297,0.149064,0.598797,0.401203
0.591057,0.255958,0.152985,0.598828,0.401172
0.60339,0.253771,0.142839,0.598854,0.401146
0.632527,0.248577,0.118896,0.598883,0.401117
0.649889,0.238135,0.111976,0.598923,0.401077
0.622397,0.237187,0.140416,0.598964,0.401036
0.650245,0.225726,0.124029,0.598983,0.401017
0.63305,0.223148,0.143802,0.599011,0.400989
0.647922,0.214535,0.137542,0.599023,0.400977
0.703552,0.200427,0.0960206,0.599039,0.400961
0.697692,0.197075,0.105232,0.599077,0.400923
0.676812,0.196405,0.126783,0.599107,0.400893
0.721213,0.184834,0.0939529,0.59912,0.40088
0.699609,0.184979,0.115412,0.599152,0.400848
0.732264,0.175589,0.0921474,0.599167,0.400833
0.728457,0.172665,0.0988779,0.599195,0.400805
0.75545,0.164426,0.0801241,0.599217,0.400783
0.773186,0.157787,0.0690264,0.599247,0.400753
0.798345,0.149562,0.0520921,0.599281,0.400719
0.782341,0.151249,0.0664104,0.599322,0.400678
0.746913,0.156248,0.0968383,0.59935,0.40065
0.699076,0.161011,0.139914,0.599357,0.400643
0.646359,0.163983,0.189658,0.599337,0.400663
0.688815,0.156236,0.154949,0.59929,0.40071
0.747057,0.146677,0.106267,0.599268,0.400732
0.738241,0.145254,0.116506,0.599277,0.400723
0.722617,0.144607,0.132776,0.59928,0.40072
0.734805,0.140472,0.124723,0.599272,0.400728
0.722351,0.139419,0.13823,0.59927,0.40073
0.69277,0.140047,0.167184,0.59926,0.40074
0.695685,0.137067,0.167247,0.599234,0.400766
0.733941,0.131059,0.135,0.599211,0.400789
0.752288,0.126942,0.12077,0.599209,0.400791
0.70284,0.130478,0.166682,0.599215,0.400785
0.706107,0.127871,0.166022,0.599194,0.400806
0.782301,0.119229,0.0984695,0.599175,0.400825
0.800906,0.115296,0.0837978,0.599199,0.400801
0.765807,0.118888,0.115305,0.599229,0.400771
0.765085,0.117327,0.117588,0.599237,0.400763
0.804413,0.111548,0.0840393,0.599242,0.400758
0.855283,0.103362,0.0413554,0.599268,0.400732
0.856964,0.102221,0.0408152,0.599316,0.400684
0.833982,0.106804,0.0592144,0.59936,0.40064
0.84582,0.103762,0.0504179,0.599389,0.400611
0.865472,0.0990845,0.0354431,0.59942,0.40058
0.863575,0.0989722,0.0374524,0.599456,0.400544
0.871151,0.0965662,0.0322827,0.599488,0.400512
0.847896,0.102197,0.0499072,0.59952,0.40048
0.857176,0.0996332,0.0431911,0.599538,0.400462
0.847696,0.101057,0.0512477,0.599558,0.400442
0.838361,0.104754,0.0568845,0.599572,0.400428
