Sp,Lp,Ip,Sv,Iv
0.65,0.25,0.1,0.5,0.5
0.676417,0.24438,0.0792027,0.50995,0.49005
0.676145,0.244885,0.0789697,0.518915,0.481085
0.664991,0.248281,0.0867284,0.526982,0.473018
0.678461,0.245166,0.0763739,0.534238,0.465762
0.68503,0.243633,0.0713371,0.540774,0.459226
0.682625,0.244585,0.0727908,0.546658,0.453342
0.717277,0.234875,0.0478473,0.551952,0.448048
0.713613,0.236364,0.0500234,0.556731,0.443269
0.745645,0.224919,0.0294365,0.56103,0.43897
0.746947,0.224218,0.0288355,0.56491,0.43509
0.719545,0.237317,0.0431373,0.568403,0.431597
0.745357,0.227045,0.0275972,0.571538,0.428462
0.736242,0.231371,0.0323866,0.574368,0.425632
0.759473,0.220517,0.0200102,0.576913,0.423087
0.772412,0.212811,0.0147771,0.57921,0.42079
0.754588,0.223614,0.0217977,0.581281,0.418719
0.786424,0.205733,0.00784252,0.58314,0.41686
0.79844,0.195829,0.00573115,0.584821,0.415179
0.797378,0.195832,0.0067906,0.586336,0.413664
0.79615,0.196017,0.00783239,0.587698,0.412302
0.803267,0.189993,0.0067402,0.588924,0.411076
0.790138,0.199409,0.0104527,0.590027,0.409973
0.792006,0.197549,0.0104448,0.591019,0.408981
0.777598,0.206997,0.0154052,0.591911,0.408089
0.769636,0.211499,0.0188652,0.59271,0.40729
0.75918,0.21716,0.0236598,0.593428,0.406572
0.77024,0.211127,0.0186337,0.594071,0.405929
0.776973,0.206919,0.016108,0.594653,0.405347
0.747014,0.22468,0.028306,0.595178,0.404822
0.742209,0.226785,0.0310066,0.595644,0.404356
0.72046,0.236723,0.0428174,0.596061,0.403939
0.713927,0.239174,0.0468993,0.596429,0.403571
0.703289,0.243068,0.0536435,0.596758,0.403242
0.686406,0.248877,0.0647173,0.59705,0.40295
0.660765,0.256829,0.082406,0.597307,0.402693
0.651446,0.259206,0.0893476,0.597527,0.402473
0.633789,0.263586,0.102626,0.597721,0.402279
0.617632,0.267177,0.115191,0.597887,0.402113
0.610624,0.268454,0.120921,0.59803,0.40197
0.583021,0.273982,0.142996,0.598154,0.401846
0.626311,0.265571,0.108118,0.598253,0.401747
0.620953,0.26656,0.112487,0.598363,0.401637
0.639274,0.262277,0.0984484,0.59846,0.40154
0.640443,0.2618,0.097757,0.598555,0.401445
0.644729,0.26057,0.0947012,0.598641,0.401359
0.641862,0.2611,0.0970377,0.59872,0.40128
0.638398,0.26176,0.0998422,0.59879,0.40121
0.623546,0.265115,0.11134,0.598851,0.401149
0.631591,0.263109,0.1053,0.598899,0.401101
0.601211,0.269895,0.128894,0.598946,0.401054
0.578601,0.274135,0.147264,0.598975,0.401025
0.548835,0.279197,0.171968,0.598989,0.401011
0.538314,0.28045,0.181236,0.598987,0.401013
0.578317,0.273716,0.147967,0.59898,0.40102
0.606101,0.268335,0.125565,0.598993,0.401007
0.631352,0.262933,0.105716,0.599019,0.400981
0.62835,0.263421,0.108229,0.599053,0.400947
0.624232,0.264146,0.111622,0.599083,0.400917
0.681913,0.251217,0.06687,0.599108,0.400892
0.684559,0.250247,0.0651945,0.599157,0.400843
0.674783,0.253174,0.0720424,0.599202,0.400798
0.664925,0.255939,0.0791359,0.599239,0.400761
0.671089,0.25406,0.0748509,0.599268,0.400732
0.696387,0.246608,0.0570049,0.599296,0.400704
0.691816,0.248013,0.0601716,0.599332,0.400668
0.724681,0.237016,0.0383027,0.599363,0.400637
0.750363,0.225869,0.0237681,0.599404,0.400596
0.74777,0.226868,0.0253618,0.599449,0.400551
0.764588,0.217827,0.0175843,0.599489,0.400511
0.775493,0.210842,0.0136649,0.59953,0.40047
0.766061,0.213809,0.0201304,0.599568,0.400432
0.77948,0.205968,0.0145525,0.5996,0.4004
0.774071,0.206236,0.0196926,0.599631,0.400369
0.774113,0.202756,0.023131,0.599656,0.400344
0.758823,0.207019,0.034158,0.599676,0.400324
0.760193,0.206547,0.0332603,0.599688,0.400312
0.750343,0.210837,0.0388208,0.5997,0.4003
0.744718,0.213178,0.042104,0.599706,0.400294
0.722532,0.221684,0.0557846,0.59971,0.40029
0.735749,0.217593,0.0466574,0.599706,0.400294
0.732802,0.218784,0.0484139,0.599707,0.400293
0.698883,0.230818,0.0702985,0.599708,0.400292
0.714824,0.226458,0.058718,0.599695,0.400305
0.746216,0.216677,0.0371072,0.59969,0.40031
0.757977,0.211864,0.0301587,0.599699,0.400301
0.754203,0.209515,0.0362818,0.599711,0.400289
0.739166,0.211422,0.0494115,0.599718,0.400282
0.746746,0.209106,0.0441474,0.599717,0.400283
0.771091,0.195856,0.0330532,0.599718,0.400282
0.769409,0.192777,0.0378136,0.599727,0.400273
0.801789,0.176687,0.0215238,0.599731,0.400269
0.807102,0.171151,0.0217472,0.599745,0.400255
0.784087,0.179523,0.0363903,0.599758,0.400242
0.765837,0.182868,0.0512951,0.59976,0.40024
0.784587,0.173443,0.0419704,0.599753,0.400247
0.787407,0.169146,0.0434469,0.599753,0.400247
0.765389,0.172878,0.0617328,0.599752,0.400248
0.764823,0.169371,0.0658054,0.599739,0.400261
0.745236,0.170403,0.0843614,0.599726,0.400274
0.723708,0.170789,0.105503,0.599703,0.400297
0.769471,0.16439,0.0661386,0.599669,0.400331
0.808657,0.15201,0.0393329,0.599663,0.400337
0.805174,0.150765,0.0440614,0.599673,0.400327
0.81429,0.145756,0.0399541,0.599679,0.400321
0.827198,0.139675,0.033127,0.599687,0.400313
0.830059,0.136816,0.0331253,0.599699,0.400301
0.818648,0.138773,0.0425792,0.599709,0.400291
0.835013,0.132218,0.0327695,0.599712,0.400288
0.833438,0.131059,0.0355024,0.599722,0.400278
0.843583,0.126294,0.0301229,0.599728,0.400272
0.858511,0.119846,0.0216436,0.599737,0.400263
0.866257,0.115558,0.0181854,0.599751,0.400249
0.863001,0.115907,0.0210924,0.599765,0.400235
0.873776,0.11055,0.0156742,0.599775,0.400225
0.881351,0.10618,0.0124686,0.599789,0.400211
0.874479,0.108867,0.0166534,0.599802,0.400198
0.872444,0.108898,0.0186584,0.599812,0.400188
0.873977,0.107398,0.0186254,0.59982,0.40018
0.873427,0.106796,0.0197767,0.599826,0.400174
0.877055,0.104561,0.0183838,0.599832,0.400168
0.891475,0.0979833,0.0105415,0.599838,0.400162
0.890475,0.0979381,0.0115872,0.599848,0.400152
0.892214,0.0964994,0.0112863,0.599856,0.400144
0.895039,0.0945439,0.0104172,0.599864,0.400136
0.895522,0.0938098,0.0106685,0.599871,0.400129
0.896405,0.0928961,0.0106986,0.599877,0.400123
0.895424,0.0929598,0.0116162,0.599883,0.400117
0.882107,0.0990412,0.0188516,0.599888,0.400112
0.879112,0.0996207,0.0212675,0.599888,0.400112
0.885566,0.0967112,0.0177224,0.599886,0.400114
0.886063,0.0960091,0.0179281,0.599887,0.400113
0.88179,0.0971929,0.0210176,0.599888,0.400112
0.884605,0.0956749,0.0197197,0.599886,0.400114
0.876183,0.0982971,0.0255197,0.599886,0.400114
0.866413,0.100826,0.0327603,0.599882,0.400118
0.867596,0.099862,0.0325423,0.599874,0.400126
0.865881,0.0997098,0.034409,0.599867,0.400133
0.873779,0.0970677,0.0291536,0.59986,0.40014
0.869483,0.0977797,0.0327374,0.599856,0.400144
0.859528,0.0998589,0.0406127,0.599851,0.400149
0.84269,0.103054,0.054256,0.599842,0.400158
0.857427,0.0995403,0.0430329,0.599825,0.400175
0.82814,0.10526,0.0665998,0.599817,0.400183
0.833288,0.103528,0.0631843,0.599795,0.400205
0.806592,0.107064,0.0863434,0.599778,0.400222
0.773008,0.110341,0.116651,0.599748,0.400252
0.790771,0.107228,0.102001,0.599703,0.400297
0.793043,0.105849,0.101108,0.599672,0.400328
0.832247,0.100422,0.0673302,0.599644,0.400356
0.841972,0.0982224,0.0598058,0.599639,0.400361
0.804543,0.103744,0.0917123,0.599639,0.400361
0.825751,0.100272,0.0739772,0.59962,0.40038
0.819229,0.100436,0.0803349,0.599614,0.400386
0.81601,0.100081,0.0839089,0.599604,0.400396
0.819673,0.0988516,0.081475,0.599594,0.400406
0.822103,0.0978291,0.0800675,0.599586,0.400414
0.829916,0.0961645,0.0739199,0.599579,0.400421
0.814276,0.0976863,0.0880375,0.599577,0.400423
0.816892,0.0966892,0.0864186,0.599566,0.400434
0.853807,0.0916898,0.0545029,0.599558,0.400442
0.879619,0.0870167,0.0333647,0.599569,0.400431
0.8736,0.0882976,0.0381024,0.599592,0.400408
0.879826,0.0867498,0.0334243,0.59961,0.40039
0.870699,0.0887709,0.0405297,0.599629,0.400371
0.873275,0.0880195,0.0387059,0.599642,0.400358
0.880985,0.0861841,0.0328308,0.599655,0.400345
0.896435,0.0823747,0.0211899,0.599669,0.400331
0.899643,0.0813395,0.0190172,0.59969,0.40031
0.911046,0.0774849,0.0114692,0.599709,0.400291
0.906591,0.0795014,0.0139073,0.599732,0.400268
0.900681,0.0819065,0.0174125,0.59975,0.40025
0.903662,0.0808026,0.0155358,0.599765,0.400235
0.900571,0.0819725,0.0174561,0.599779,0.400221
0.911503,0.0780095,0.0104876,0.599791,0.400209
0.911021,0.078224,0.010755,0.599805,0.400195
0.9105,0.0784534,0.0110463,0.599818,0.400182
0.907909,0.0796297,0.0124612,0.59983,0.40017
0.900318,0.0828946,0.0167875,0.599839,0.400161
0.886722,0.0878698,0.0254081,0.599845,0.400155
0.883012,0.0887614,0.0282266,0.599846,0.400154
0.886534,0.0875797,0.0258863,0.599844,0.400156
0.906824,0.0815554,0.0116205,0.599844,0.400156
0.901829,0.0837367,0.0144338,0.599853,0.400147
0.89698,0.085599,0.0174213,0.599859,0.400141
0.894769,0.0862624,0.0189687,0.599862,0.400138
0.885373,0.0894055,0.0252219,0.599865,0.400135
0.885649,0.0890756,0.0252757,0.599863,0.400137
0.877397,0.0912852,0.0313182,0.599862,0.400138
0.881906,0.0898123,0.0282813,0.599857,0.400143
0.8908,0.0871083,0.0220913,0.599854,0.400146
0.88962,0.0873084,0.0230716,0.599855,0.400145
0.895645,0.0852509,0.019104,0.599856,0.400144
0.89292,0.086068,0.0210123,0.599859,0.400141
0.895064,0.085216,0.0197204,0.599861,0.400139
0.911467,0.0795038,0.00902968,0.599863,0.400137
0.912915,0.0786677,0.00841737,0.599871,0.400129
0.908024,0.0811615,0.0108144,0.599879,0.400121
0.908348,0.0809078,0.0107447,0.599884,0.400116
0.910424,0.0798295,0.00974634,0.59989,0.40011
0.90636,0.0830467,0.0105938,0.599895,0.400105
